,latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
244,51.4181,30.15346,325.51,0.45,0.39,2022-09-01,26,1,nominal,2.0NRT,279.93,2.38,N
245,51.41468,30.1517,335.83,0.45,0.39,2022-09-01,26,1,nominal,2.0NRT,282.13,5,N
246,51.47004,29.55338,324,0.43,0.38,2022-09-01,26,1,nominal,2.0NRT,283.92,2.59,N
247,51.46886,29.55939,312.47,0.43,0.38,2022-09-01,26,1,nominal,2.0NRT,285.89,1.37,N
248,51.46767,29.56541,295.29,0.43,0.38,2022-09-01,26,1,nominal,2.0NRT,282.61,1.37,N
249,51.46785,29.54567,307.54,0.43,0.38,2022-09-01,26,1,nominal,2.0NRT,281.91,1.69,N
250,51.46667,29.55168,297.11,0.43,0.38,2022-09-01,26,1,nominal,2.0NRT,282.83,1.69,N
251,51.4643,29.56371,300.39,0.43,0.38,2022-09-01,26,1,nominal,2.0NRT,284.98,1.53,N
252,51.46448,29.54398,328.3,0.43,0.38,2022-09-01,26,1,nominal,2.0NRT,286.3,1.69,N
253,51.46714,29.54483,317.32,0.43,0.38,2022-09-01,26,1,nominal,2.0NRT,284.1,2.11,N
254,51.46597,29.55085,295.62,0.43,0.38,2022-09-01,26,1,nominal,2.0NRT,283.09,1.42,N
255,51.46364,29.5629,296.98,0.43,0.38,2022-09-01,26,1,nominal,2.0NRT,283.56,0.99,N
256,51.46377,29.54313,314.71,0.43,0.38,2022-09-01,26,1,nominal,2.0NRT,283.58,2.11,N
257,51.39613,29.52916,320.43,0.43,0.38,2022-09-01,26,1,nominal,2.0NRT,283.17,2.38,N
258,51.39731,29.52316,302.32,0.43,0.38,2022-09-01,26,1,nominal,2.0NRT,280.77,1.43,N
259,51.39393,29.52147,311.61,0.43,0.38,2022-09-01,26,1,nominal,2.0NRT,282.14,1.43,N
260,51.39275,29.52748,317.8,0.43,0.38,2022-09-01,26,1,nominal,2.0NRT,287.03,2.38,N
261,51.39056,29.51979,298.28,0.43,0.38,2022-09-01,26,1,nominal,2.0NRT,283.28,1.04,N
