,latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
325,51.49793,32.09334,298.64,0.42,0.38,2022-07-05,13,1,nominal,2.0NRT,287.44,0.4,N
329,50.12175,36.85025,303.95,0.42,0.45,2022-07-05,13,1,nominal,2.0NRT,288.8,0.92,N
330,50.09946,36.8309,301.08,0.42,0.45,2022-07-05,13,1,nominal,2.0NRT,289.34,1.13,N
331,50.04851,36.67991,297.16,0.42,0.45,2022-07-05,13,1,nominal,2.0NRT,286.78,0.42,N
332,51.40104,29.471,343.9,0.39,0.36,2022-07-05,13,1,nominal,2.0NRT,296,2.56,N
333,51.40194,29.46557,311.01,0.39,0.36,2022-07-05,13,1,nominal,2.0NRT,292.48,2.56,N
334,51.3987,29.4642,304.43,0.39,0.36,2022-07-05,13,1,nominal,2.0NRT,290.99,2.56,N
335,51.39997,29.43566,315.53,0.39,0.36,2022-07-05,13,1,nominal,2.0NRT,293.76,2.82,N
336,51.39817,29.44652,304.64,0.39,0.36,2022-07-05,13,1,nominal,2.0NRT,292.21,2.77,N
337,51.39727,29.45195,311.65,0.39,0.36,2022-07-05,13,1,nominal,2.0NRT,294.59,2.12,N
338,51.39637,29.45739,310.13,0.39,0.36,2022-07-05,13,1,nominal,2.0NRT,293.85,2.12,N
339,51.39547,29.46282,303.92,0.39,0.36,2022-07-05,13,1,nominal,2.0NRT,291.24,1.81,N
340,51.39674,29.43429,339.93,0.39,0.36,2022-07-05,13,1,nominal,2.0NRT,299.1,2.82,N
341,51.39584,29.43972,329.55,0.39,0.36,2022-07-05,13,1,nominal,2.0NRT,298.06,2.77,N
342,51.39493,29.44515,327.68,0.39,0.36,2022-07-05,13,1,nominal,2.0NRT,297.03,2.77,N
343,51.39313,29.45601,334.7,0.39,0.36,2022-07-05,13,1,nominal,2.0NRT,296.72,2.12,N
344,51.39223,29.46144,327.7,0.39,0.36,2022-07-05,13,1,nominal,2.0NRT,293.27,1.81,N
345,51.39763,29.42886,316.82,0.39,0.36,2022-07-05,13,1,nominal,2.0NRT,289.85,2.82,N
346,51.39403,29.45058,314.41,0.39,0.36,2022-07-05,13,1,nominal,2.0NRT,292.91,2.12,N
347,51.39349,29.43292,339.92,0.39,0.36,2022-07-05,13,1,nominal,2.0NRT,292.69,4.1,N
348,51.3917,29.44378,337.3,0.39,0.36,2022-07-05,13,1,nominal,2.0NRT,293.4,3.3,N
349,51.3926,29.43834,318.7,0.39,0.36,2022-07-05,13,1,nominal,2.0NRT,291.72,3.3,N
350,51.39079,29.4492,309.33,0.39,0.36,2022-07-05,13,1,nominal,2.0NRT,290.16,0.72,N
351,51.38989,29.45463,299.28,0.39,0.36,2022-07-05,13,1,nominal,2.0NRT,289.15,0.72,N
352,51.49229,26.54066,324.03,0.4,0.37,2022-07-05,13,1,nominal,2.0NRT,288.05,2.08,N
353,49.03531,38.12977,301.02,0.51,0.49,2022-07-05,16,1,nominal,2.0NRT,286.36,0.24,N
354,49.26691,37.10195,299.7,0.46,0.47,2022-07-05,16,1,nominal,2.0NRT,288.13,0.48,N
355,49.26288,37.09946,318.3,0.46,0.47,2022-07-05,16,1,nominal,2.0NRT,291.27,2.62,N
356,49.15941,37.46029,299.39,0.47,0.48,2022-07-05,16,1,nominal,2.0NRT,287.62,1.6,N
357,49.15985,37.43957,299.51,0.47,0.48,2022-07-05,16,1,nominal,2.0NRT,288.26,1.14,N
358,49.14302,37.5068,300.23,0.48,0.48,2022-07-05,16,1,nominal,2.0NRT,288.31,0.65,N
359,49.17566,37.35738,305.95,0.47,0.48,2022-07-05,16,1,nominal,2.0NRT,289.91,1.43,N
360,49.12655,37.55339,301.54,0.48,0.48,2022-07-05,16,1,nominal,2.0NRT,288.33,0.87,N
361,49.12501,37.55951,301.79,0.48,0.48,2022-07-05,16,1,nominal,2.0NRT,288.87,0.87,N
