,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
59,49.02961,38.3895,367,0.64,0.72,2022-03-13,52,1,VIIRS,h,2.0NRT,257.84,26.33,N
72,49.02679,38.39717,342.3,0.64,0.72,2022-03-13,52,1,VIIRS,n,2.0NRT,256.12,21.9,N
79,49.02093,38.39227,339.79,0.64,0.72,2022-03-13,52,1,VIIRS,n,2.0NRT,254.12,7.02,N
13054,47.10962,36.40223,329.73,0.73,0.76,2022-03-13,858,1,VIIRS,n,2.0NRT,282.22,4.59,D
13055,48.65911,36.65954,328.08,0.63,0.72,2022-03-13,900,1,VIIRS,n,2.0NRT,272.36,7.92,D
13056,48.65965,36.66245,345.35,0.63,0.72,2022-03-13,900,1,VIIRS,n,2.0NRT,272.79,7.37,D
13057,49.02812,38.39206,355.61,0.52,0.67,2022-03-13,900,1,VIIRS,n,2.0NRT,275.59,9.4,D
13058,49.02951,38.39224,331.54,0.52,0.67,2022-03-13,900,1,VIIRS,n,2.0NRT,272.85,14.27,D
13059,49.024,38.39648,356.17,0.52,0.67,2022-03-13,900,1,VIIRS,l,2.0NRT,282.31,14.27,D
13060,49.03029,38.39854,350.21,0.52,0.67,2022-03-13,900,1,VIIRS,n,2.0NRT,270.6,9.4,D
13061,49.02261,38.39631,356.3,0.52,0.67,2022-03-13,900,1,VIIRS,l,2.0NRT,278.53,11.37,D
15386,46.66014,36.23306,325.53,0.45,0.39,2022-03-13,1038,1,VIIRS,n,2.0NRT,284.97,2.35,D
15388,46.16476,33.59831,334.22,0.39,0.36,2022-03-13,1038,1,VIIRS,n,2.0NRT,284.8,3.2,D
15389,46.24571,33.76502,329.35,0.39,0.36,2022-03-13,1038,1,VIIRS,n,2.0NRT,286.06,3.44,D
15402,46.1903,32.56652,326.93,0.38,0.36,2022-03-13,1038,1,VIIRS,n,2.0NRT,285.27,1.65,D
15403,46.78925,36.75067,337.18,0.46,0.39,2022-03-13,1038,1,VIIRS,n,2.0NRT,285.79,3.13,D
15404,47.00661,37.45722,326,0.49,0.41,2022-03-13,1038,1,VIIRS,n,2.0NRT,277.13,3.05,D
15414,46.904,32.26814,333.17,0.38,0.36,2022-03-13,1041,1,VIIRS,n,2.0NRT,287.63,3.39,D
15415,47.1586,37.63004,351.74,0.5,0.41,2022-03-13,1041,1,VIIRS,n,2.0NRT,282.32,14.25,D
15432,47.50132,36.10033,331.17,0.45,0.39,2022-03-13,1041,1,VIIRS,n,2.0NRT,279.04,1.83,D
15435,47.50721,35.80711,335.81,0.44,0.38,2022-03-13,1041,1,VIIRS,n,2.0NRT,283.89,7.53,D
15436,47.76911,37.59211,351.37,0.51,0.41,2022-03-13,1041,1,VIIRS,n,2.0NRT,269.09,18.2,D
15438,47.76851,37.59111,354,0.51,0.41,2022-03-13,1041,1,VIIRS,n,2.0NRT,269.7,14.9,D
15439,47.50652,35.80125,329.02,0.44,0.38,2022-03-13,1041,1,VIIRS,n,2.0NRT,285.7,3.97,D
15440,47.63391,36.68871,328.28,0.47,0.4,2022-03-13,1041,1,VIIRS,n,2.0NRT,280.83,4.69,D
15441,47.63461,36.69497,335.04,0.47,0.4,2022-03-13,1041,1,VIIRS,n,2.0NRT,281.94,4.55,D
15443,47.26336,36.18217,329.37,0.45,0.39,2022-03-13,1041,1,VIIRS,n,2.0NRT,281.87,2.1,D
15444,46.88845,32.27838,333.85,0.38,0.36,2022-03-13,1041,1,VIIRS,n,2.0NRT,287.97,6.75,D
15447,46.8877,32.27341,326.13,0.38,0.36,2022-03-13,1041,1,VIIRS,n,2.0NRT,288.78,6.75,D
