,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
4,48.24102,39.73739,304.69,0.46,0.47,2022-04-06,1,1,VIIRS,n,2.0NRT,269.59,0.98,N
18,45.33556,29.64311,320.26,0.38,0.36,2022-04-06,3,1,VIIRS,n,2.0NRT,278.01,2.06,N
19,45.33635,29.63827,297.86,0.38,0.36,2022-04-06,3,1,VIIRS,n,2.0NRT,277.12,0.6,N
22,47.67858,37.41169,299.44,0.57,0.43,2022-04-06,3,1,VIIRS,n,2.0NRT,272.63,1.36,N
25,47.118,37.62048,304.57,0.4,0.44,2022-04-06,3,1,VIIRS,n,2.0NRT,273.77,1.38,N
26,47.11686,37.62546,311.93,0.4,0.44,2022-04-06,3,1,VIIRS,n,2.0NRT,274.51,2.63,N
27,47.11456,37.63548,312.23,0.4,0.44,2022-04-06,3,1,VIIRS,n,2.0NRT,275.25,1.26,N
64,45.33152,29.64688,303.2,0.38,0.36,2022-04-06,3,1,VIIRS,n,2.0NRT,277.16,1.61,N
65,45.32826,29.64582,326.23,0.38,0.36,2022-04-06,3,1,VIIRS,n,2.0NRT,278.15,1.61,N
66,45.32018,29.65336,310.71,0.38,0.36,2022-04-06,3,1,VIIRS,n,2.0NRT,277.1,1.65,N
471,49.3639,23.42935,296.02,0.5,0.66,2022-04-06,143,1,VIIRS,n,2.0NRT,273.14,1.03,N
19647,44.88283,33.74928,327.38,0.63,0.54,2022-04-06,947,1,VIIRS,n,2.0NRT,295.74,2.75,D
19696,47.27734,38.2065,341.73,0.53,0.42,2022-04-06,949,1,VIIRS,n,2.0NRT,290.96,5.86,D
19697,47.27587,38.2065,337.9,0.53,0.42,2022-04-06,949,1,VIIRS,n,2.0NRT,291.76,4.7,D
19706,47.24294,37.88559,351.39,0.54,0.42,2022-04-06,949,1,VIIRS,n,2.0NRT,297.16,34.27,D
19707,47.24517,37.87694,346.49,0.54,0.42,2022-04-06,949,1,VIIRS,n,2.0NRT,289.6,13.45,D
19712,49.25757,30.39414,352.42,0.33,0.55,2022-04-06,949,1,VIIRS,n,2.0NRT,284.91,5.16,D
19713,49.25637,30.38994,351.6,0.33,0.55,2022-04-06,949,1,VIIRS,n,2.0NRT,289.52,5.16,D
19716,48.71647,27.34425,338.36,0.46,0.63,2022-04-06,949,1,VIIRS,n,2.0NRT,286.89,3.57,D
19717,48.96025,28.07786,339.11,0.42,0.61,2022-04-06,949,1,VIIRS,n,2.0NRT,279.31,8.9,D
19718,48.95858,28.07245,355.93,0.42,0.61,2022-04-06,949,1,VIIRS,l,2.0NRT,283.36,16.08,D
19719,48.30718,25.99252,332.12,0.53,0.67,2022-04-06,949,1,VIIRS,n,2.0NRT,284.85,3.57,D
19720,48.4958,26.47805,337.31,0.5,0.66,2022-04-06,949,1,VIIRS,n,2.0NRT,287.64,4.82,D
