,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
32,50.77134,30.32972,339.35,0.41,0.61,2022-03-12,111,1,VIIRS,n,2.0NRT,265.13,3.87,N
33,50.60458,30.30191,326.53,0.41,0.61,2022-03-12,111,1,VIIRS,n,2.0NRT,262.76,2.62,N
34,50.60485,30.3032,327.19,0.41,0.61,2022-03-12,111,1,VIIRS,n,2.0NRT,262.96,4.28,N
35,50.05379,36.35627,325.1,0.74,0.76,2022-03-12,111,1,VIIRS,n,2.0NRT,253.41,3.46,N
40,50.53604,30.24227,348.13,0.41,0.61,2022-03-12,111,1,VIIRS,n,2.0NRT,265.9,5.86,N
42,50.58491,30.20764,337.15,0.41,0.61,2022-03-12,111,1,VIIRS,n,2.0NRT,262.03,6.63,N
61,48.14322,23.3551,341.15,0.51,0.49,2022-03-12,111,1,VIIRS,n,2.0NRT,264.15,6.25,N
11934,49.80094,32.85231,337.11,0.52,0.67,2022-03-12,917,1,VIIRS,n,2.0NRT,276.82,5.56,D
11935,49.79868,32.84579,351.35,0.52,0.67,2022-03-12,917,1,VIIRS,n,2.0NRT,279.56,11.93,D
11936,49.80642,32.84784,326.3,0.52,0.67,2022-03-12,917,1,VIIRS,n,2.0NRT,276.55,5.56,D
11937,49.02076,38.39975,356.22,0.33,0.55,2022-03-12,917,1,VIIRS,l,2.0NRT,270.54,139.75,D
11938,49.02309,38.38833,330.27,0.33,0.55,2022-03-12,917,1,VIIRS,n,2.0NRT,266.92,14.63,D
11939,49.80504,32.84532,355.21,0.52,0.67,2022-03-12,917,1,VIIRS,n,2.0NRT,278.54,9.47,D
11940,48.14352,30.7557,353.28,0.73,0.76,2022-03-12,917,1,VIIRS,n,2.0NRT,280.75,10.37,D
11941,49.79956,32.84981,339.2,0.52,0.67,2022-03-12,917,1,VIIRS,n,2.0NRT,278.55,5.09,D
11942,49.01957,38.39559,367,0.33,0.55,2022-03-12,917,1,VIIRS,l,2.0NRT,371.42,139.75,D
11943,49.02548,38.39674,355.54,0.33,0.55,2022-03-12,917,1,VIIRS,n,2.0NRT,274.97,21.29,D
11944,49.02429,38.39254,349.61,0.33,0.55,2022-03-12,917,1,VIIRS,n,2.0NRT,276.33,21.29,D
11945,49.01837,38.39138,353.25,0.33,0.55,2022-03-12,917,1,VIIRS,n,2.0NRT,279.57,92.51,D
11946,47.62554,34.33034,325.24,0.54,0.68,2022-03-12,917,1,VIIRS,n,2.0NRT,275.98,2.29,D
11947,50.45607,31.1727,330.05,0.58,0.69,2022-03-12,919,1,VIIRS,n,2.0NRT,280.86,10.9,D
11948,50.45862,31.17987,356.8,0.58,0.69,2022-03-12,919,1,VIIRS,l,2.0NRT,279.17,14.27,D
11949,50.32669,30.8905,342.24,0.6,0.7,2022-03-12,919,1,VIIRS,n,2.0NRT,277.61,5.59,D
11950,50.33694,30.50479,336.83,0.62,0.71,2022-03-12,919,1,VIIRS,n,2.0NRT,278.26,4.57,D
11951,50.32677,30.89467,326.87,0.6,0.7,2022-03-12,919,1,VIIRS,n,2.0NRT,276.26,3.87,D
14002,49.48695,22.99771,335.4,0.42,0.37,2022-03-12,1057,1,VIIRS,n,2.0NRT,280.19,2.9,D
14008,47.35573,29.76529,329.37,0.41,0.37,2022-03-12,1057,1,VIIRS,n,2.0NRT,286.2,2.64,D
14011,49.58946,23.46702,330.37,0.41,0.37,2022-03-12,1057,1,VIIRS,n,2.0NRT,272.91,3.64,D
14012,49.59067,23.46986,333.61,0.41,0.37,2022-03-12,1057,1,VIIRS,n,2.0NRT,273.17,6.15,D
14013,49.56807,23.26607,333.84,0.41,0.37,2022-03-12,1057,1,VIIRS,n,2.0NRT,273.86,4.47,D
14014,49.87649,24.57071,333.14,0.39,0.36,2022-03-12,1057,1,VIIRS,n,2.0NRT,270.06,6.14,D
14015,49.97243,24.34536,328.01,0.39,0.36,2022-03-12,1057,1,VIIRS,n,2.0NRT,272.9,2.51,D
14016,49.52508,22.97259,340.9,0.42,0.37,2022-03-12,1057,1,VIIRS,n,2.0NRT,281.06,4.15,D
14017,49.58491,22.96473,328.07,0.42,0.37,2022-03-12,1057,1,VIIRS,n,2.0NRT,278.3,2.8,D
14038,47.81046,37.59673,353.88,0.54,0.51,2022-03-12,1057,1,VIIRS,n,2.0NRT,288.55,27.74,D
14053,47.15826,30.2456,326.12,0.42,0.37,2022-03-12,1057,1,VIIRS,n,2.0NRT,287.4,1.5,D
14060,47.80743,37.59734,337.84,0.54,0.51,2022-03-12,1057,1,VIIRS,n,2.0NRT,280.22,8.98,D
14061,47.80701,37.59002,337.08,0.54,0.51,2022-03-12,1057,1,VIIRS,n,2.0NRT,281,8.98,D
14062,47.81214,37.59677,354.98,0.54,0.51,2022-03-12,1057,1,VIIRS,n,2.0NRT,283.56,16.19,D
14073,47.14536,32.02517,344.14,0.47,0.4,2022-03-12,1057,1,VIIRS,n,2.0NRT,285.68,5.44,D
14076,47.14967,32.03055,328.82,0.47,0.4,2022-03-12,1057,1,VIIRS,n,2.0NRT,284.44,5.44,D
14078,47.14898,32.02432,326.44,0.47,0.4,2022-03-12,1057,1,VIIRS,n,2.0NRT,282.74,5.44,D
14080,46.77809,30.90469,343.78,0.43,0.38,2022-03-12,1057,1,VIIRS,n,2.0NRT,287.54,9.36,D
14097,46.8269,35.98445,326.15,0.45,0.47,2022-03-12,1057,1,VIIRS,n,2.0NRT,285.05,1.66,D
14111,48.91767,26.08564,334.92,0.38,0.36,2022-03-12,1057,1,VIIRS,n,2.0NRT,270.24,8.11,D
14113,48.92092,26.08446,330.59,0.38,0.36,2022-03-12,1057,1,VIIRS,n,2.0NRT,269.32,3.76,D
14115,48.92011,26.0793,330.24,0.38,0.36,2022-03-12,1057,1,VIIRS,n,2.0NRT,270.92,3.76,D
14116,49.59303,31.09143,328.52,0.46,0.39,2022-03-12,1057,1,VIIRS,n,2.0NRT,282.25,2.09,D
14117,48.34809,22.45935,337.06,0.44,0.39,2022-03-12,1057,1,VIIRS,n,2.0NRT,286.87,6.68,D
14119,50.13795,28.46755,329.68,0.4,0.37,2022-03-12,1057,1,VIIRS,n,2.0NRT,270.91,3.72,D
14120,49.37337,23.53851,325.56,0.41,0.37,2022-03-12,1057,1,VIIRS,n,2.0NRT,270.97,2.76,D
14121,49.49298,23.62749,333.3,0.41,0.37,2022-03-12,1057,1,VIIRS,n,2.0NRT,279.11,2.71,D
14122,49.57995,23.55354,331.55,0.41,0.37,2022-03-12,1057,1,VIIRS,n,2.0NRT,275.21,3.28,D
14123,49.58947,23.56721,346.59,0.41,0.37,2022-03-12,1057,1,VIIRS,n,2.0NRT,274.32,6.51,D
14124,50.49331,31.02813,329.71,0.47,0.4,2022-03-12,1057,1,VIIRS,n,2.0NRT,267.38,4.24,D
14125,50.56674,31.18802,334.81,0.48,0.4,2022-03-12,1057,1,VIIRS,n,2.0NRT,275.63,3.71,D
14126,49.50177,23.71737,330.04,0.4,0.37,2022-03-12,1057,1,VIIRS,n,2.0NRT,279.2,2.62,D
14127,50.56308,31.18896,328.93,0.48,0.4,2022-03-12,1057,1,VIIRS,n,2.0NRT,275.23,3.71,D
