,latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
35,50.87444,34.89829,298.49,0.35,0.57,2022-06-12,45,1,nominal,2.0NRT,288.05,0.48,N
36,50.14835,36.39072,298.62,0.42,0.61,2022-06-12,45,1,nominal,2.0NRT,284.89,0.6,N
37,49.05647,38.56857,304.94,0.56,0.69,2022-06-12,45,1,nominal,2.0NRT,284.86,1.39,N
38,49.05976,38.56806,298.5,0.56,0.69,2022-06-12,45,1,nominal,2.0NRT,284.25,0.81,N
39,49.6526,36.74574,309.87,0.46,0.63,2022-06-12,45,1,nominal,2.0NRT,284.26,2.05,N
40,50.9891,31.89159,302.05,0.53,0.5,2022-06-12,45,1,nominal,2.0NRT,286.85,1.3,N
41,49.4215,36.98639,297.89,0.47,0.64,2022-06-12,45,1,nominal,2.0NRT,284.49,0.57,N
42,49.47906,36.73148,298.44,0.46,0.64,2022-06-12,45,1,nominal,2.0NRT,285.51,0.56,N
43,49.49818,36.65327,300.84,0.46,0.63,2022-06-12,45,1,nominal,2.0NRT,286.41,1.32,N
44,49.479,36.73127,299.03,0.46,0.64,2022-06-12,45,1,nominal,2.0NRT,285.98,0.65,N
45,49.4978,36.65273,301.47,0.46,0.63,2022-06-12,45,1,nominal,2.0NRT,286.62,1.69,N
46,48.73866,38.37475,299.39,0.57,0.69,2022-06-12,45,1,nominal,2.0NRT,284.82,0.99,N
47,48.73633,38.38142,301.68,0.57,0.69,2022-06-12,45,1,nominal,2.0NRT,285.69,0.99,N
48,48.46372,38.77384,333.06,0.61,0.71,2022-06-12,45,1,nominal,2.0NRT,285.91,3.29,N
49,48.46897,38.75909,300.3,0.6,0.71,2022-06-12,45,1,nominal,2.0NRT,286.43,1.23,N
50,48.46325,38.75429,300.46,0.6,0.71,2022-06-12,45,1,nominal,2.0NRT,286.1,1.23,N
51,48.45801,38.76901,295.39,0.61,0.71,2022-06-12,45,1,nominal,2.0NRT,284.4,3.29,N
52,50.87845,28.4494,305.63,0.39,0.44,2022-06-12,45,1,nominal,2.0NRT,286.06,0.58,N
53,48.06186,37.95901,304.09,0.58,0.7,2022-06-12,45,1,nominal,2.0NRT,289.11,1.56,N
54,48.81203,35.16471,299.7,0.42,0.61,2022-06-12,45,1,nominal,2.0NRT,286.06,0.86,N
55,50.82385,26.35817,314.73,0.5,0.41,2022-06-12,45,1,nominal,2.0NRT,284.66,2.09,N
56,48.53445,34.64592,331.57,0.41,0.6,2022-06-12,45,1,nominal,2.0NRT,290.98,3.64,N
57,48.52082,34.63015,300.9,0.41,0.6,2022-06-12,45,1,nominal,2.0NRT,289.39,0.79,N
58,48.47148,34.63,304.18,0.41,0.6,2022-06-12,45,1,nominal,2.0NRT,291.15,0.61,N
59,48.47197,34.62902,302.46,0.41,0.61,2022-06-12,45,1,nominal,2.0NRT,290.22,1.36,N
60,50.54303,26.26305,303.19,0.5,0.41,2022-06-12,45,1,nominal,2.0NRT,286.96,1.2,N
61,47.87892,35.15939,305.78,0.45,0.63,2022-06-12,45,1,nominal,2.0NRT,288.32,0.66,N
62,47.46151,36.24961,296.16,0.52,0.67,2022-06-12,45,1,nominal,2.0NRT,286.1,1.07,N
63,47.74727,34.02013,297.1,0.41,0.6,2022-06-12,45,1,nominal,2.0NRT,285.63,1.09,N
64,47.74578,34.02497,316.66,0.41,0.6,2022-06-12,45,1,nominal,2.0NRT,284.65,1.09,N
65,47.62817,34.32478,313.58,0.42,0.61,2022-06-12,45,1,nominal,2.0NRT,288.64,1.35,N
66,47.62999,34.32481,304.56,0.42,0.61,2022-06-12,45,1,nominal,2.0NRT,287.66,2.17,N
67,47.8825,33.44589,299.36,0.38,0.59,2022-06-12,45,1,nominal,2.0NRT,287.86,0.49,N
68,47.8698,33.44865,317.18,0.38,0.59,2022-06-12,45,1,nominal,2.0NRT,290,2.42,N
69,47.15738,32.78822,327.05,0.37,0.58,2022-06-12,48,1,nominal,2.0NRT,287.25,3.21,N
70,47.15874,32.78365,310.13,0.37,0.58,2022-06-12,48,1,nominal,2.0NRT,283.81,2.75,N
71,47.15949,32.78745,342.5,0.38,0.58,2022-06-12,48,1,nominal,2.0NRT,287.25,3.73,N
2013,48.80819,38.28606,335.25,0.62,0.71,2022-06-12,854,1,nominal,2.0NRT,292.65,7.84,D
2014,48.93166,38.57038,342.62,0.6,0.7,2022-06-12,854,1,nominal,2.0NRT,296.38,7.95,D
