,latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
119,48.83603,38.43633,299.89,0.49,0.65,2022-06-23,39,1,nominal,2.0NRT,280.07,1.03,N
120,48.83408,38.4422,301.45,0.49,0.65,2022-06-23,39,1,nominal,2.0NRT,281.18,1.32,N
121,48.84717,38.30155,309.75,0.48,0.65,2022-06-23,39,1,nominal,2.0NRT,280.02,1.38,N
122,48.84912,38.30135,297.16,0.48,0.65,2022-06-23,39,1,nominal,2.0NRT,280.23,0.91,N
123,48.46328,38.7768,322.67,0.52,0.67,2022-06-23,39,1,nominal,2.0NRT,283.16,4.67,N
124,48.46769,38.7638,299.36,0.52,0.67,2022-06-23,39,1,nominal,2.0NRT,284.7,4.05,N
125,48.45786,38.77233,342.83,0.52,0.67,2022-06-23,39,1,nominal,2.0NRT,281.48,4.67,N
126,48.46437,38.75312,298.95,0.52,0.67,2022-06-23,39,1,nominal,2.0NRT,281.58,1.82,N
127,48.46004,38.76589,299.74,0.52,0.67,2022-06-23,39,1,nominal,2.0NRT,281.3,4.05,N
128,48.46276,38.77462,367,0.52,0.67,2022-06-23,39,1,high,2.0NRT,284.4,11.3,N
129,48.46706,38.76172,306.45,0.52,0.67,2022-06-23,39,1,nominal,2.0NRT,284.89,2.43,N
130,48.46159,38.75739,296.18,0.52,0.67,2022-06-23,39,1,nominal,2.0NRT,282.75,1.12,N
131,48.03647,39.32546,304.52,0.57,0.69,2022-06-23,39,1,nominal,2.0NRT,280.04,1.79,N
132,48.03331,39.32233,304.12,0.57,0.69,2022-06-23,39,1,nominal,2.0NRT,280.1,2.25,N
133,48.21387,38.24826,296.07,0.51,0.66,2022-06-23,39,1,nominal,2.0NRT,280.17,1.08,N
134,48.06022,37.95628,305.87,0.5,0.66,2022-06-23,39,1,nominal,2.0NRT,280.7,1.84,N
135,50.54511,26.25845,299.9,0.45,0.39,2022-06-23,39,1,nominal,2.0NRT,281.27,0.99,N
136,48.74841,26.60596,300.08,0.49,0.4,2022-06-23,39,1,nominal,2.0NRT,277.22,1.24,N
137,48.74952,26.60692,297.93,0.49,0.4,2022-06-23,39,1,nominal,2.0NRT,276.81,1.27,N
3109,45.26772,28.49666,342.33,0.4,0.44,2022-06-23,1026,1,nominal,2.0NRT,274.96,5.91,D
3112,48.05971,37.95732,335.74,0.42,0.38,2022-06-23,1026,1,nominal,2.0NRT,304.86,3.14,D
3113,48.05827,37.95609,331.02,0.42,0.38,2022-06-23,1026,1,low,2.0NRT,305.78,4.84,D
3114,50.04443,36.82296,345.85,0.41,0.37,2022-06-23,1028,1,nominal,2.0NRT,297.39,4.88,D
3115,50.11798,36.41602,333.9,0.4,0.37,2022-06-23,1028,1,nominal,2.0NRT,292.9,4.04,D
3119,50.45322,34.11755,333.87,0.38,0.36,2022-06-23,1028,1,nominal,2.0NRT,291.01,4.06,D
3168,50.78325,28.94716,336.79,0.71,0.75,2022-06-23,1210,1,nominal,2.0NRT,285.65,3.24,D
3169,50.78092,28.94836,328.17,0.71,0.75,2022-06-23,1210,1,nominal,2.0NRT,284.3,7.58,D
6527,48.93424,38.6246,298.64,0.32,0.55,2022-06-23,2240,1,nominal,2.0NRT,271.97,0.49,N
6528,48.47289,34.62769,297.65,0.49,0.65,2022-06-23,2240,1,nominal,2.0NRT,284,0.86,N
6529,48.47222,34.62912,297.84,0.49,0.65,2022-06-23,2240,1,nominal,2.0NRT,283.73,0.89,N
6530,48.22562,38.23684,296.88,0.33,0.56,2022-06-23,2242,1,nominal,2.0NRT,283.02,0.56,N
6531,48.21494,38.24445,333.8,0.33,0.55,2022-06-23,2242,1,nominal,2.0NRT,282.49,2.73,N
6532,48.09782,37.92181,296.45,0.34,0.56,2022-06-23,2242,1,nominal,2.0NRT,281.81,0.47,N
6533,48.06453,37.95286,295.38,0.34,0.56,2022-06-23,2242,1,nominal,2.0NRT,281.43,0.61,N
6534,48.05933,37.95216,298.54,0.34,0.56,2022-06-23,2242,1,nominal,2.0NRT,281.55,0.61,N
6535,48.05911,37.95699,295.15,0.34,0.56,2022-06-23,2242,1,nominal,2.0NRT,283.29,1.18,N
6536,47.8698,33.43126,310.52,0.56,0.69,2022-06-23,2242,1,nominal,2.0NRT,282.77,1.82,N
6537,47.86824,33.43375,304.05,0.56,0.69,2022-06-23,2242,1,nominal,2.0NRT,282.85,1.31,N
6540,47.27332,36.77476,304.09,0.38,0.59,2022-06-23,2242,1,nominal,2.0NRT,272.62,0.96,N
6585,49.53399,37.06569,300.16,0.52,0.5,2022-06-24,22,1,nominal,2.0NRT,276.86,0.62,N
6586,49.21973,37.27115,303.2,0.54,0.51,2022-06-24,22,1,nominal,2.0NRT,282.37,1.94,N
6587,48.49557,38.80318,315.98,0.33,0.55,2022-06-24,22,1,nominal,2.0NRT,282.39,1.77,N
6588,48.4944,38.80722,312.05,0.33,0.55,2022-06-24,22,1,nominal,2.0NRT,282.73,2.27,N
6589,48.4959,38.80574,318.25,0.33,0.55,2022-06-24,22,1,nominal,2.0NRT,284.02,1.94,N
6590,48.49476,38.80981,314.76,0.33,0.55,2022-06-24,22,1,nominal,2.0NRT,283.46,1.51,N
6591,48.48427,38.78789,298.08,0.33,0.55,2022-06-24,22,1,nominal,2.0NRT,283.87,1.32,N
6592,48.48306,38.79217,306.27,0.33,0.55,2022-06-24,22,1,nominal,2.0NRT,285.67,1.66,N
6593,48.46553,38.77554,300.45,0.33,0.55,2022-06-24,22,1,nominal,2.0NRT,282.29,0.63,N
6594,48.45967,38.77659,333.3,0.33,0.55,2022-06-24,22,1,nominal,2.0NRT,284.18,3.69,N
6595,48.46561,38.75568,300.83,0.33,0.55,2022-06-24,22,1,nominal,2.0NRT,283.95,0.59,N
6596,48.46443,38.75985,300.23,0.33,0.55,2022-06-24,22,1,nominal,2.0NRT,284.23,1.14,N
6597,48.4609,38.77229,319.92,0.33,0.55,2022-06-24,22,1,nominal,2.0NRT,282.41,3.18,N
6598,48.46094,38.75258,295.82,0.33,0.55,2022-06-24,22,1,nominal,2.0NRT,280.99,0.59,N
6599,48.22332,38.24687,296.7,0.32,0.54,2022-06-24,22,1,nominal,2.0NRT,281.12,1.91,N
6600,48.06177,37.95967,301.75,0.63,0.54,2022-06-24,22,1,nominal,2.0NRT,282.74,1.28,N
6601,48.05711,37.95697,295.29,0.63,0.54,2022-06-24,22,1,nominal,2.0NRT,282.58,1,N
6602,48.06204,37.95282,302.68,0.63,0.54,2022-06-24,22,1,nominal,2.0NRT,282.01,2.68,N
6603,50.54414,26.25908,317.36,0.38,0.36,2022-06-24,22,1,nominal,2.0NRT,286.36,2.12,N
6604,47.15905,32.78556,311.34,0.4,0.44,2022-06-24,22,1,nominal,2.0NRT,285,0.91,N
6606,44.77398,33.86046,304.32,0.51,0.49,2022-06-24,22,1,nominal,2.0NRT,283.96,1.61,N
6607,44.77238,33.85919,305.96,0.51,0.49,2022-06-24,22,1,nominal,2.0NRT,283.92,0.98,N
