,latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
21,48.45775,28.99705,297.21,0.59,0.7,2022-06-10,124,1,nominal,2.0NRT,282.43,0.57,N
22,48.8264,26.19999,305.75,0.44,0.62,2022-06-10,124,1,nominal,2.0NRT,281.52,1.22,N
1897,47.49703,36.20163,348.28,0.33,0.56,2022-06-10,930,1,nominal,2.0NRT,302.38,4.29,D
1898,46.94984,33.29022,332.09,0.47,0.64,2022-06-10,930,1,nominal,2.0NRT,290.87,3.53,D
1899,46.94987,33.29018,331.51,0.47,0.64,2022-06-10,930,1,nominal,2.0NRT,290.92,3.5,D
1900,48.78933,38.72269,330.49,0.48,0.48,2022-06-10,930,1,low,2.0NRT,302.63,6.03,D
1901,48.79351,38.72038,342.7,0.48,0.48,2022-06-10,930,1,nominal,2.0NRT,304.89,14.03,D
1902,48.79198,38.71421,339.96,0.48,0.48,2022-06-10,930,1,nominal,2.0NRT,308.86,11.2,D
1904,48.79,38.53642,348.75,0.49,0.48,2022-06-10,932,1,nominal,2.0NRT,306.01,6.07,D
1905,48.7884,38.53009,338.29,0.49,0.48,2022-06-10,932,1,nominal,2.0NRT,302.82,6.07,D
1906,47.87527,35.15902,340.4,0.36,0.57,2022-06-10,932,1,nominal,2.0NRT,299.14,3.11,D
1907,48.95074,38.60643,340.25,0.48,0.48,2022-06-10,932,1,nominal,2.0NRT,305.35,2.69,D
1908,48.92101,38.4878,343.87,0.49,0.48,2022-06-10,932,1,nominal,2.0NRT,305.39,8.13,D
1909,48.92521,38.48545,340.23,0.49,0.48,2022-06-10,932,1,nominal,2.0NRT,306.09,4.18,D
1910,48.92939,38.48307,334.78,0.49,0.48,2022-06-10,932,1,low,2.0NRT,308.55,4.18,D
1911,48.95398,38.44735,333.77,0.49,0.48,2022-06-10,932,1,low,2.0NRT,308.6,4.08,D
1912,48.99399,38.53149,341.37,0.48,0.48,2022-06-10,932,1,nominal,2.0NRT,305.76,4.34,D
1913,48.99245,38.52528,332.74,0.48,0.48,2022-06-10,932,1,low,2.0NRT,305.96,3.95,D
1914,48.99347,38.53062,341.16,0.48,0.48,2022-06-10,932,1,nominal,2.0NRT,306.62,10.51,D
1915,48.86349,37.75579,331.52,0.52,0.5,2022-06-10,932,1,low,2.0NRT,303.34,5.12,D
1918,48.86604,37.74642,334.66,0.52,0.5,2022-06-10,932,1,nominal,2.0NRT,302.95,7.38,D
1919,49.03682,38.39879,341.25,0.49,0.48,2022-06-10,932,1,nominal,2.0NRT,307.31,6.7,D
1920,48.97281,38.1447,352.45,0.5,0.49,2022-06-10,932,1,nominal,2.0NRT,306.07,10.86,D
1921,49.04262,38.40283,332.07,0.49,0.48,2022-06-10,932,1,nominal,2.0NRT,298.91,6.7,D
1922,48.98129,38.13984,339.94,0.5,0.49,2022-06-10,932,1,nominal,2.0NRT,303.99,5.01,D
1923,49.05582,38.41736,350.04,0.49,0.48,2022-06-10,932,1,nominal,2.0NRT,304.42,6.84,D
1924,49.05261,38.4045,340.58,0.49,0.48,2022-06-10,932,1,nominal,2.0NRT,303.31,8.07,D
1925,49.04941,38.39168,347.84,0.49,0.48,2022-06-10,932,1,nominal,2.0NRT,303,11.49,D
1926,48.98553,38.1374,334.14,0.5,0.49,2022-06-10,932,1,nominal,2.0NRT,302.3,5.01,D
1927,48.9839,38.13095,337.96,0.5,0.49,2022-06-10,932,1,nominal,2.0NRT,305.02,9.91,D
1928,49.04724,38.3638,367,0.49,0.48,2022-06-10,932,1,high,2.0NRT,305.97,10.55,D
1929,49.0584,38.40851,333.23,0.49,0.48,2022-06-10,932,1,nominal,2.0NRT,300.28,2.95,D
1930,49.04513,38.27841,332.02,0.49,0.49,2022-06-10,932,1,low,2.0NRT,303.04,5.38,D
1931,49.05249,38.28864,340.77,0.49,0.49,2022-06-10,932,1,nominal,2.0NRT,304.68,7.38,D
1932,49.04935,38.27603,338.24,0.49,0.49,2022-06-10,932,1,nominal,2.0NRT,303.04,5.38,D
1933,48.94412,37.83877,344.84,0.52,0.5,2022-06-10,932,1,nominal,2.0NRT,304.96,5.63,D
1936,49.04414,38.27889,334.7,0.49,0.49,2022-06-10,932,1,nominal,2.0NRT,303.45,7.11,D
1937,49.05157,38.28911,342,0.49,0.49,2022-06-10,932,1,nominal,2.0NRT,304.56,7.8,D
