,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
33,50.251,26.32141,298.61,0.5,0.41,2022-03-24,45,1,VIIRS,n,2.0NRT,270.51,1.11,N
34,50.60518,24.57309,301.86,0.44,0.38,2022-03-24,45,1,VIIRS,n,2.0NRT,268.86,0.96,N
35,50.2474,26.31958,307.06,0.5,0.41,2022-03-24,45,1,VIIRS,n,2.0NRT,269.84,1.11,N
36,47.10484,37.60688,309.77,0.6,0.71,2022-03-24,45,1,VIIRS,n,2.0NRT,269.64,1.81,N
37,47.09581,37.52723,310.65,0.6,0.7,2022-03-24,45,1,VIIRS,n,2.0NRT,270.69,2,N
38,50.00743,27.13562,306.25,0.54,0.42,2022-03-24,45,1,VIIRS,n,2.0NRT,268.63,1.2,N
39,50.00209,27.14088,296.06,0.54,0.42,2022-03-24,45,1,VIIRS,n,2.0NRT,267.59,1.2,N
46,48.76818,31.54114,303.58,0.59,0.53,2022-03-24,45,1,VIIRS,n,2.0NRT,267.85,1.15,N
48,49.79966,27.31197,320.07,0.56,0.43,2022-03-24,45,1,VIIRS,n,2.0NRT,269.41,2.38,N
49,50.36159,24.69188,309.2,0.45,0.39,2022-03-24,45,1,VIIRS,n,2.0NRT,273.61,1.6,N
50,50.36057,24.67809,325.31,0.45,0.39,2022-03-24,45,1,VIIRS,n,2.0NRT,273.18,3.89,N
51,50.35937,24.68415,321.98,0.45,0.39,2022-03-24,45,1,VIIRS,n,2.0NRT,274.35,3.89,N
52,50.35474,24.68855,295.66,0.45,0.39,2022-03-24,45,1,VIIRS,n,2.0NRT,272.22,0.54,N
53,49.79966,27.31237,319.56,0.56,0.43,2022-03-24,45,1,VIIRS,n,2.0NRT,269.36,1.73,N
70,50.02055,23.69407,322.98,0.43,0.38,2022-03-24,45,1,VIIRS,n,2.0NRT,272.06,2.27,N
71,50.01944,23.6998,300.92,0.43,0.38,2022-03-24,45,1,VIIRS,n,2.0NRT,272.2,1.13,N
73,50.01497,23.70404,303.68,0.43,0.38,2022-03-24,45,1,VIIRS,n,2.0NRT,271.93,1.13,N
74,49.62897,25.40563,296.13,0.48,0.4,2022-03-24,45,1,VIIRS,n,2.0NRT,269.84,0.84,N
81,49.23962,25.54071,327.76,0.5,0.41,2022-03-24,45,1,VIIRS,n,2.0NRT,272.54,2.44,N
88,50.89764,29.43885,339.15,0.42,0.45,2022-03-24,45,1,VIIRS,n,2.0NRT,271.6,3.94,N
89,51.52015,26.46023,301.35,0.48,0.4,2022-03-24,45,1,VIIRS,n,2.0NRT,271.84,0.83,N
90,50.81725,29.32606,303.43,0.42,0.45,2022-03-24,45,1,VIIRS,n,2.0NRT,272.31,0.95,N
91,50.56245,30.32477,303.19,0.46,0.47,2022-03-24,45,1,VIIRS,n,2.0NRT,272.02,1.5,N
92,50.56122,30.32386,305.41,0.46,0.47,2022-03-24,45,1,VIIRS,n,2.0NRT,272.05,1,N
93,50.60504,30.11097,336.51,0.45,0.47,2022-03-24,45,1,VIIRS,n,2.0NRT,277.63,4.73,N
94,50.53436,30.24326,332.54,0.46,0.47,2022-03-24,45,1,VIIRS,n,2.0NRT,273.65,4.73,N
95,50.49456,29.73991,309.09,0.44,0.46,2022-03-24,45,1,VIIRS,n,2.0NRT,274.13,1.66,N
97,50.23044,30.23147,335.83,0.47,0.48,2022-03-24,45,1,VIIRS,n,2.0NRT,273.67,5.09,N
98,51.21777,25.67343,301.58,0.46,0.39,2022-03-24,45,1,VIIRS,n,2.0NRT,269.59,1.07,N
99,51.21432,25.67164,302.36,0.46,0.39,2022-03-24,45,1,VIIRS,n,2.0NRT,269.57,1.07,N
100,51.0683,25.43504,303.81,0.46,0.39,2022-03-24,45,1,VIIRS,n,2.0NRT,271.36,1.18,N
105,48.33276,35.3204,321.89,0.44,0.62,2022-03-24,45,1,VIIRS,n,2.0NRT,264.48,2.04,N
106,48.533,34.64622,305.71,0.4,0.6,2022-03-24,45,1,VIIRS,n,2.0NRT,271.78,1.81,N
107,48.3301,35.31927,317.14,0.44,0.62,2022-03-24,45,1,VIIRS,n,2.0NRT,264.62,2.57,N
108,48.53243,34.64585,304.21,0.4,0.6,2022-03-24,45,1,VIIRS,n,2.0NRT,271.3,1.28,N
109,48.47122,34.62505,316.89,0.4,0.6,2022-03-24,45,1,VIIRS,n,2.0NRT,268.99,1.64,N
110,50.8692,24.93848,302.26,0.45,0.39,2022-03-24,45,1,VIIRS,n,2.0NRT,270.55,1.01,N
111,50.86579,24.93676,333.58,0.45,0.39,2022-03-24,45,1,VIIRS,n,2.0NRT,273.94,4.69,N
112,50.86458,24.94287,320.87,0.45,0.39,2022-03-24,45,1,VIIRS,n,2.0NRT,273.64,4.69,N
116,49.65696,29.016,336.2,0.44,0.46,2022-03-24,45,1,VIIRS,n,2.0NRT,271.36,11.47,N
117,47.10838,37.60158,296.04,0.6,0.7,2022-03-24,45,1,VIIRS,n,2.0NRT,267.14,1.11,N
118,47.10597,37.60844,298.72,0.6,0.7,2022-03-24,45,1,VIIRS,n,2.0NRT,268.71,1.11,N
119,50.24831,26.32034,316.09,0.5,0.41,2022-03-24,45,1,VIIRS,n,2.0NRT,269.66,1.86,N
170,51.53616,31.34099,337.22,0.48,0.48,2022-03-24,45,1,VIIRS,n,2.0NRT,273.46,5.58,N
171,51.52565,31.25143,305.12,0.47,0.48,2022-03-24,45,1,VIIRS,n,2.0NRT,272.94,1.32,N
172,51.52156,31.2487,295.22,0.47,0.48,2022-03-24,45,1,VIIRS,n,2.0NRT,272.55,0.9,N
173,50.47442,34.91954,316.82,0.36,0.57,2022-03-24,45,1,VIIRS,n,2.0NRT,272.52,1.23,N
174,51.47369,31.2472,322.31,0.48,0.48,2022-03-24,45,1,VIIRS,n,2.0NRT,273.75,2.88,N
176,50.3795,34.92177,296.85,0.36,0.57,2022-03-24,45,1,VIIRS,n,2.0NRT,269.29,0.84,N
177,51.17986,31.43471,335.94,0.49,0.49,2022-03-24,45,1,VIIRS,n,2.0NRT,270.63,8.21,N
178,51.17815,31.44128,330.59,0.49,0.49,2022-03-24,45,1,VIIRS,n,2.0NRT,273.38,6.29,N
179,50.53337,30.22853,301,0.46,0.47,2022-03-24,45,1,VIIRS,n,2.0NRT,271.23,0.87,N
180,50.53031,30.24066,314.68,0.46,0.47,2022-03-24,45,1,VIIRS,n,2.0NRT,272.94,2.56,N
181,48.22783,37.95408,299.11,0.57,0.69,2022-03-24,45,1,VIIRS,n,2.0NRT,267.83,1.92,N
182,50.52372,30.22944,310.6,0.46,0.47,2022-03-24,45,1,VIIRS,n,2.0NRT,274.3,3.13,N
183,50.51717,30.21813,337.12,0.46,0.47,2022-03-24,45,1,VIIRS,n,2.0NRT,274.42,2.69,N
184,50.50934,30.24901,331.41,0.46,0.47,2022-03-24,45,1,VIIRS,n,2.0NRT,271.58,4.12,N
185,50.65416,29.6709,303.04,0.44,0.46,2022-03-24,45,1,VIIRS,n,2.0NRT,270.55,0.73,N
186,50.51467,30.20941,296.03,0.46,0.47,2022-03-24,45,1,VIIRS,n,2.0NRT,275.02,2.02,N
187,50.51314,30.21542,302.18,0.46,0.47,2022-03-24,45,1,VIIRS,n,2.0NRT,273.49,2.69,N
188,50.61224,29.69208,320.76,0.44,0.46,2022-03-24,45,1,VIIRS,n,2.0NRT,273.5,2.7,N
189,50.61237,29.69078,319.75,0.44,0.46,2022-03-24,45,1,VIIRS,n,2.0NRT,273.42,2.58,N
209,49.18077,24.19468,306.06,0.45,0.39,2022-03-24,45,1,VIIRS,n,2.0NRT,272.22,0.99,N
210,49.3529,23.35248,310.21,0.43,0.38,2022-03-24,45,1,VIIRS,n,2.0NRT,267.89,0.72,N
211,49.22346,24.16911,312.29,0.45,0.39,2022-03-24,45,1,VIIRS,n,2.0NRT,270.56,1.97,N
212,49.22466,24.16309,304,0.45,0.39,2022-03-24,45,1,VIIRS,n,2.0NRT,272.25,1.97,N
213,49.40035,23.25649,295.73,0.42,0.38,2022-03-24,45,1,VIIRS,n,2.0NRT,273.83,1.24,N
214,49.22585,24.15709,327.04,0.45,0.39,2022-03-24,45,1,VIIRS,n,2.0NRT,276.1,6.98,N
215,49.40262,23.26373,311.23,0.42,0.38,2022-03-24,45,1,VIIRS,n,2.0NRT,273.04,1.24,N
216,49.23154,24.16627,310.74,0.45,0.39,2022-03-24,45,1,VIIRS,n,2.0NRT,273.66,9.18,N
217,49.23272,24.1603,311.47,0.45,0.39,2022-03-24,45,1,VIIRS,n,2.0NRT,273.78,3.26,N
218,49.23497,24.16792,353.92,0.45,0.39,2022-03-24,45,1,VIIRS,n,2.0NRT,281,9.18,N
219,49.23615,24.16195,332.71,0.45,0.39,2022-03-24,45,1,VIIRS,n,2.0NRT,273.53,3.26,N
220,49.23958,24.16359,299.22,0.45,0.39,2022-03-24,45,1,VIIRS,n,2.0NRT,271.31,0.66,N
221,49.14994,24.61207,325.68,0.46,0.39,2022-03-24,45,1,VIIRS,n,2.0NRT,267.56,2.29,N
222,49.23857,24.16373,319.2,0.45,0.39,2022-03-24,45,1,VIIRS,n,2.0NRT,272.01,1.92,N
223,49.14737,24.61119,332.57,0.46,0.39,2022-03-24,45,1,VIIRS,n,2.0NRT,270.49,4.13,N
228,49.23737,24.16969,324.38,0.45,0.39,2022-03-24,45,1,VIIRS,n,2.0NRT,272.99,1.92,N
229,49.15177,24.62695,297.94,0.47,0.39,2022-03-24,45,1,VIIRS,n,2.0NRT,265.54,0.67,N
230,49.23787,24.24191,297.02,0.45,0.39,2022-03-24,45,1,VIIRS,n,2.0NRT,268.29,0.37,N
231,49.25768,24.21839,331.59,0.45,0.39,2022-03-24,45,1,VIIRS,n,2.0NRT,268.43,3.17,N
232,49.26111,24.22,322.77,0.45,0.39,2022-03-24,45,1,VIIRS,n,2.0NRT,269.28,3.17,N
233,49.26095,24.23958,334.76,0.45,0.39,2022-03-24,45,1,VIIRS,n,2.0NRT,269.06,3.52,N
235,49.43575,23.57763,300.92,0.43,0.38,2022-03-24,45,1,VIIRS,n,2.0NRT,268.17,0.97,N
244,50.44001,29.99401,302.67,0.45,0.47,2022-03-24,45,1,VIIRS,n,2.0NRT,270.46,1.35,N
246,49.4591,24.27397,297.93,0.45,0.39,2022-03-24,45,1,VIIRS,n,2.0NRT,265.77,1.22,N
247,48.88183,26.93817,333.91,0.57,0.43,2022-03-24,45,1,VIIRS,n,2.0NRT,269.29,5.5,N
248,48.88235,26.94088,326.19,0.57,0.43,2022-03-24,45,1,VIIRS,n,2.0NRT,269.1,3.21,N
249,48.87856,26.93897,306.93,0.57,0.43,2022-03-24,45,1,VIIRS,n,2.0NRT,267.62,3.21,N
254,49.52253,23.70659,329.86,0.43,0.38,2022-03-24,45,1,VIIRS,n,2.0NRT,264.96,2.47,N
255,49.51915,23.70504,319.99,0.43,0.38,2022-03-24,45,1,VIIRS,n,2.0NRT,266.36,2.12,N
260,51.17569,31.43196,314.42,0.49,0.49,2022-03-24,45,1,VIIRS,n,2.0NRT,269.37,2.15,N
261,51.17398,31.43853,309.98,0.49,0.49,2022-03-24,45,1,VIIRS,n,2.0NRT,270.68,1.9,N
262,49.02256,38.3587,296.27,0.55,0.68,2022-03-24,45,1,VIIRS,n,2.0NRT,269.2,1.12,N
263,49.00988,38.37448,336.58,0.55,0.68,2022-03-24,45,1,VIIRS,n,2.0NRT,269.13,4.82,N
264,49.01921,38.34776,296.96,0.55,0.68,2022-03-24,45,1,VIIRS,n,2.0NRT,269.41,1.48,N
265,49.01506,38.34353,310.98,0.55,0.68,2022-03-24,45,1,VIIRS,n,2.0NRT,270.33,2.04,N
266,49.00581,38.37047,312.55,0.55,0.68,2022-03-24,45,1,VIIRS,n,2.0NRT,267.78,1.94,N
272,50.83331,31.9285,304.61,0.53,0.5,2022-03-24,45,1,VIIRS,n,2.0NRT,269.25,2.22,N
273,50.83339,31.9294,301.89,0.53,0.5,2022-03-24,45,1,VIIRS,n,2.0NRT,269.27,1.07,N
274,51.46193,29.23035,303.15,0.4,0.44,2022-03-24,45,1,VIIRS,n,2.0NRT,275.42,0.96,N
275,51.35414,29.31285,316.22,0.4,0.45,2022-03-24,45,1,VIIRS,n,2.0NRT,269.74,1.7,N
276,48.64852,38.35786,297.19,0.57,0.69,2022-03-24,45,1,VIIRS,n,2.0NRT,268.81,1.55,N
277,48.64614,38.36463,295.3,0.57,0.69,2022-03-24,45,1,VIIRS,n,2.0NRT,270.13,1.48,N
278,48.63803,38.3671,300.13,0.57,0.69,2022-03-24,45,1,VIIRS,n,2.0NRT,270.85,1.43,N
279,51.33794,29.15948,302.3,0.4,0.44,2022-03-24,45,1,VIIRS,n,2.0NRT,270.54,0.73,N
280,51.3092,29.27915,295.88,0.4,0.45,2022-03-24,45,1,VIIRS,n,2.0NRT,273.11,0.43,N
281,51.3354,29.15174,300.15,0.4,0.44,2022-03-24,45,1,VIIRS,n,2.0NRT,271.28,0.71,N
282,51.28141,29.37588,296.86,0.41,0.45,2022-03-24,45,1,VIIRS,n,2.0NRT,268.01,0.62,N
283,51.26608,29.34757,330,0.41,0.45,2022-03-24,45,1,VIIRS,n,2.0NRT,272.28,3.92,N
284,51.26708,29.34734,331.5,0.41,0.45,2022-03-24,45,1,VIIRS,n,2.0NRT,272.37,3.37,N
285,51.32772,29.07208,297.82,0.4,0.44,2022-03-24,45,1,VIIRS,n,2.0NRT,268.02,1.07,N
286,51.32646,29.07747,314.43,0.4,0.44,2022-03-24,45,1,VIIRS,n,2.0NRT,268.62,1.07,N
287,51.32896,29.04822,298.2,0.4,0.44,2022-03-24,45,1,VIIRS,n,2.0NRT,269.53,1.19,N
288,51.3277,29.0536,318.59,0.4,0.44,2022-03-24,45,1,VIIRS,n,2.0NRT,269.76,1.19,N
289,51.32644,29.05898,300.81,0.4,0.44,2022-03-24,45,1,VIIRS,n,2.0NRT,269.98,1.49,N
290,48.64034,38.37061,297.87,0.57,0.69,2022-03-24,45,1,VIIRS,n,2.0NRT,270.23,1.03,N
291,51.32262,29.05662,322.22,0.4,0.44,2022-03-24,45,1,VIIRS,n,2.0NRT,274.86,1.98,N
292,51.31881,29.05427,299.83,0.4,0.44,2022-03-24,45,1,VIIRS,n,2.0NRT,277.03,1.98,N
293,51.31499,29.05194,297.07,0.4,0.44,2022-03-24,45,1,VIIRS,n,2.0NRT,276.94,0.94,N
294,51.16835,29.53592,305.28,0.42,0.45,2022-03-24,45,1,VIIRS,n,2.0NRT,271.9,0.69,N
295,50.59825,31.65966,321.59,0.52,0.5,2022-03-24,45,1,VIIRS,n,2.0NRT,275.75,2.91,N
296,51.18115,29.22569,314.83,0.41,0.45,2022-03-24,45,1,VIIRS,n,2.0NRT,268.23,1.42,N
297,51.18156,29.22564,314.43,0.41,0.45,2022-03-24,45,1,VIIRS,n,2.0NRT,268.33,1.05,N
298,51.08334,29.43192,300.62,0.42,0.45,2022-03-24,45,1,VIIRS,n,2.0NRT,270.58,0.73,N
299,49.57668,23.25216,306.26,0.42,0.38,2022-03-24,45,1,VIIRS,n,2.0NRT,269.04,0.95,N
300,50.61989,31.08533,314.73,0.5,0.49,2022-03-24,45,1,VIIRS,n,2.0NRT,270.39,3.57,N
301,50.92266,29.8653,298.34,0.44,0.46,2022-03-24,45,1,VIIRS,n,2.0NRT,268.25,0.74,N
302,50.97572,29.40407,315.53,0.42,0.45,2022-03-24,45,1,VIIRS,n,2.0NRT,272.38,1.82,N
303,50.86465,29.72902,317.21,0.43,0.46,2022-03-24,45,1,VIIRS,n,2.0NRT,267.45,2.29,N
304,50.86322,29.73483,314,0.43,0.46,2022-03-24,45,1,VIIRS,n,2.0NRT,268.71,2.36,N
305,51.85692,25.18194,297.08,0.44,0.38,2022-03-24,45,1,VIIRS,n,2.0NRT,271.01,0.72,N
306,51.85502,25.15404,299.47,0.44,0.38,2022-03-24,45,1,VIIRS,n,2.0NRT,270.72,0.67,N
307,50.90065,29.43571,305.82,0.42,0.45,2022-03-24,45,1,VIIRS,n,2.0NRT,272.84,1.38,N
308,50.89927,29.44133,312.07,0.42,0.45,2022-03-24,45,1,VIIRS,n,2.0NRT,272.79,1.34,N
397,48.03006,23.44733,298.82,0.45,0.39,2022-03-24,48,1,VIIRS,n,2.0NRT,267.16,0.81,N
516,48.60537,22.95383,300.42,0.43,0.38,2022-03-24,48,1,VIIRS,n,2.0NRT,268.63,0.67,N
530,46.81031,32.30113,343.49,0.36,0.58,2022-03-24,48,1,VIIRS,n,2.0NRT,265.71,6.67,N
531,48.5748,25.38251,311.53,0.5,0.41,2022-03-24,48,1,VIIRS,n,2.0NRT,270.7,1.31,N
532,48.57698,25.39093,295.18,0.5,0.41,2022-03-24,48,1,VIIRS,n,2.0NRT,267.86,1.31,N
13704,47.09611,37.56425,351.06,0.76,0.77,2022-03-24,852,1,VIIRS,n,2.0NRT,281.59,12.27,D
13705,47.093,37.5559,337.47,0.76,0.77,2022-03-24,852,1,VIIRS,n,2.0NRT,279.39,10.64,D
13710,47.09309,37.56105,353.97,0.76,0.77,2022-03-24,852,1,VIIRS,n,2.0NRT,282.32,16.55,D
13711,47.89987,39.66442,352.85,0.59,0.7,2022-03-24,852,1,VIIRS,n,2.0NRT,287.11,15.08,D
13712,47.90228,39.67138,356.21,0.58,0.7,2022-03-24,852,1,VIIRS,l,2.0NRT,283.75,15.08,D
13715,47.90312,39.37417,355.55,0.6,0.71,2022-03-24,852,1,VIIRS,n,2.0NRT,287.64,11.56,D
13718,47.4752,38.13692,334.03,0.7,0.75,2022-03-24,852,1,VIIRS,n,2.0NRT,285.74,4.67,D
13719,47.43221,37.89026,345.69,0.72,0.75,2022-03-24,852,1,VIIRS,n,2.0NRT,287.32,11.31,D
13720,47.43266,37.88902,344.67,0.72,0.75,2022-03-24,852,1,VIIRS,n,2.0NRT,287.34,11.55,D
13723,47.6994,38.3069,327.13,0.68,0.74,2022-03-24,852,1,VIIRS,n,2.0NRT,284.06,2.71,D
13803,47.75949,37.62606,348.98,0.72,0.75,2022-03-24,852,1,VIIRS,n,2.0NRT,289.76,17.08,D
13804,48.35464,39.32095,328.99,0.58,0.7,2022-03-24,852,1,VIIRS,n,2.0NRT,286.34,2.53,D
13805,47.9259,38.16297,345.35,0.67,0.74,2022-03-24,852,1,VIIRS,n,2.0NRT,290.63,7.01,D
13806,47.86016,38.00505,340.63,0.69,0.74,2022-03-24,852,1,VIIRS,n,2.0NRT,288.76,5.3,D
13807,47.85403,38.00967,327.37,0.69,0.74,2022-03-24,852,1,VIIRS,n,2.0NRT,287.85,4.57,D
13808,47.81796,37.95453,343.99,0.69,0.74,2022-03-24,852,1,VIIRS,n,2.0NRT,285.47,7.46,D
13809,47.71982,37.71209,330.54,0.71,0.75,2022-03-24,852,1,VIIRS,n,2.0NRT,289.57,5.25,D
13810,47.81195,37.95953,349.31,0.69,0.74,2022-03-24,852,1,VIIRS,n,2.0NRT,287.55,7.46,D
13811,47.7137,37.71703,325.39,0.71,0.75,2022-03-24,852,1,VIIRS,n,2.0NRT,286.63,3.17,D
13812,47.79152,37.92569,337.89,0.69,0.75,2022-03-24,852,1,VIIRS,n,2.0NRT,286.94,6.1,D
13813,47.8577,38.00539,334.93,0.69,0.74,2022-03-24,852,1,VIIRS,n,2.0NRT,288.16,6.09,D
13814,47.71875,37.71138,329.17,0.71,0.75,2022-03-24,852,1,VIIRS,n,2.0NRT,289.56,7.33,D
13815,47.78962,37.92598,342.05,0.7,0.75,2022-03-24,852,1,VIIRS,n,2.0NRT,288.08,5.79,D
13816,47.92278,38.37783,351.86,0.66,0.73,2022-03-24,852,1,VIIRS,n,2.0NRT,295.46,19.51,D
13817,47.92569,38.38591,326.9,0.66,0.73,2022-03-24,852,1,VIIRS,n,2.0NRT,286.65,19.51,D
13818,48.19374,39.28574,326.2,0.59,0.7,2022-03-24,852,1,VIIRS,n,2.0NRT,288.59,2.75,D
13819,48.38,39.88306,327.97,0.55,0.68,2022-03-24,852,1,VIIRS,n,2.0NRT,288.68,2.92,D
13822,47.10649,37.87476,334.08,0.74,0.76,2022-03-24,852,1,VIIRS,n,2.0NRT,277.26,6.98,D
13993,50.93654,34.68129,325.68,0.7,0.75,2022-03-24,854,1,VIIRS,n,2.0NRT,281.24,2.75,D
14000,48.0307,37.57435,347.95,0.7,0.75,2022-03-24,854,1,VIIRS,n,2.0NRT,312.19,172.23,D
14001,48.03698,37.59113,367,0.7,0.75,2022-03-24,854,1,VIIRS,h,2.0NRT,300.8,110.65,D
14002,48.21949,38.08378,367,0.66,0.73,2022-03-24,854,1,VIIRS,h,2.0NRT,292.13,16.88,D
14003,48.02149,37.57097,327.23,0.7,0.75,2022-03-24,854,1,VIIRS,n,2.0NRT,301.55,67.03,D
14004,48.0278,37.5878,351.01,0.7,0.75,2022-03-24,854,1,VIIRS,n,2.0NRT,294.22,37.3,D
14005,48.02465,37.5794,367,0.7,0.75,2022-03-24,854,1,VIIRS,h,2.0NRT,303.7,67.03,D
14006,49.10998,37.28304,347.19,0.66,0.73,2022-03-24,854,1,VIIRS,n,2.0NRT,286.6,6.02,D
14007,48.58741,35.82522,342.84,0.79,0.78,2022-03-24,854,1,VIIRS,n,2.0NRT,291.58,93.12,D
14008,48.59101,35.83453,367,0.78,0.78,2022-03-24,854,1,VIIRS,h,2.0NRT,303.61,165.12,D
14009,48.5812,35.83077,336.98,0.79,0.78,2022-03-24,854,1,VIIRS,n,2.0NRT,291.23,19.21,D
14010,48.58481,35.8401,367,0.78,0.78,2022-03-24,854,1,VIIRS,h,2.0NRT,290.33,27.51,D
14011,49.11398,37.28608,336.73,0.66,0.73,2022-03-24,854,1,VIIRS,n,2.0NRT,287.37,9.41,D
14012,49.12001,37.30254,329.25,0.66,0.73,2022-03-24,854,1,VIIRS,n,2.0NRT,286.06,8.68,D
14013,49.1229,37.31039,341.34,0.66,0.73,2022-03-24,854,1,VIIRS,n,2.0NRT,284.59,6.02,D
14014,49.51043,38.73938,341.34,0.56,0.69,2022-03-24,854,1,VIIRS,n,2.0NRT,287.25,8.15,D
14015,49.5129,38.74636,338.9,0.56,0.69,2022-03-24,854,1,VIIRS,n,2.0NRT,285.75,7.65,D
14016,48.45547,36.54272,337.03,0.74,0.76,2022-03-24,854,1,VIIRS,n,2.0NRT,288.23,4.57,D
14017,48.45567,36.53998,328.76,0.75,0.77,2022-03-24,854,1,VIIRS,n,2.0NRT,288.9,4.91,D
14018,48.44622,36.77123,336.36,0.73,0.76,2022-03-24,854,1,VIIRS,n,2.0NRT,292.79,6.07,D
14019,48.44804,36.77644,340.97,0.73,0.76,2022-03-24,854,1,VIIRS,n,2.0NRT,292.32,7.02,D
14020,48.17432,36.18907,329.1,0.79,0.78,2022-03-24,854,1,VIIRS,n,2.0NRT,291.02,5.52,D
14021,48.17794,36.19843,333.32,0.79,0.78,2022-03-24,854,1,VIIRS,n,2.0NRT,290.93,5.52,D
14025,49.37947,40.16592,331.12,0.5,0.65,2022-03-24,854,1,VIIRS,n,2.0NRT,286.68,2.73,D
14026,48.75628,38.6099,344.73,0.6,0.71,2022-03-24,854,1,VIIRS,n,2.0NRT,289.22,11.25,D
14027,48.75882,38.61702,351.35,0.6,0.71,2022-03-24,854,1,VIIRS,n,2.0NRT,288.98,13.26,D
14028,48.75781,38.61726,356.37,0.6,0.71,2022-03-24,854,1,VIIRS,l,2.0NRT,288.57,8.2,D
14029,48.75529,38.61012,329.55,0.6,0.71,2022-03-24,854,1,VIIRS,n,2.0NRT,288.15,8.2,D
14030,48.74566,38.64582,333.56,0.6,0.71,2022-03-24,854,1,VIIRS,n,2.0NRT,290.7,3.6,D
