,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
43,46.48168,33.03804,300.55,0.47,0.64,2022-02-25,52,1,VIIRS,n,2.0NRT,268.65,0.88,N
45,46.47631,33.03442,295.72,0.47,0.64,2022-02-25,52,1,VIIRS,n,2.0NRT,268.02,1.44,N
46,46.57048,32.6935,305.63,0.45,0.63,2022-02-25,52,1,VIIRS,n,2.0NRT,270.24,2.06,N
47,46.47455,33.04,301.6,0.47,0.64,2022-02-25,52,1,VIIRS,n,2.0NRT,269.02,1.93,N
48,46.57214,32.68816,297.51,0.45,0.63,2022-02-25,52,1,VIIRS,n,2.0NRT,269.35,1.84,N
52,48.16728,30.61966,295.67,0.32,0.55,2022-02-25,52,1,VIIRS,n,2.0NRT,271.93,0.51,N
53,48.16261,30.61667,299.54,0.32,0.55,2022-02-25,52,1,VIIRS,n,2.0NRT,275.2,0.97,N
55,48.7482,26.60499,303.11,0.42,0.46,2022-02-25,52,1,VIIRS,n,2.0NRT,272.2,1.37,N
70,47.86638,33.43012,299.86,0.44,0.62,2022-02-25,52,1,VIIRS,n,2.0NRT,268.77,1.5,N
71,47.87275,33.36946,299.13,0.43,0.62,2022-02-25,52,1,VIIRS,n,2.0NRT,269.94,1.2,N
74,49.36912,32.06306,311.53,0.34,0.56,2022-02-25,52,1,VIIRS,n,2.0NRT,273.04,1.23,N
76,50.09727,36.26461,295.67,0.48,0.65,2022-02-25,52,1,VIIRS,n,2.0NRT,266.03,0.71,N
11567,46.37912,29.01599,346.62,0.42,0.38,2022-02-25,1038,1,VIIRS,n,2.0NRT,293.04,6.47,D
11571,46.91085,30.49202,339.51,0.39,0.36,2022-02-25,1038,1,VIIRS,n,2.0NRT,288.58,10.47,D
11575,46.90757,30.49321,338.13,0.39,0.36,2022-02-25,1038,1,VIIRS,n,2.0NRT,296.99,10.47,D
11577,46.72578,30.3922,329.02,0.4,0.37,2022-02-25,1038,1,VIIRS,n,2.0NRT,289.02,4.13,D
11579,46.63272,30.80193,338.21,0.39,0.36,2022-02-25,1038,1,VIIRS,n,2.0NRT,286.3,4.26,D
11582,46.63356,30.80694,338.79,0.39,0.36,2022-02-25,1038,1,VIIRS,n,2.0NRT,286,2.38,D
11592,45.84494,29.02364,339.91,0.43,0.38,2022-02-25,1038,1,VIIRS,n,2.0NRT,297.89,12.02,D
11593,46.59818,32.27966,343.66,0.38,0.36,2022-02-25,1038,1,VIIRS,n,2.0NRT,290.32,32.93,D
11594,46.11234,29.37364,325.21,0.42,0.38,2022-02-25,1038,1,VIIRS,n,2.0NRT,293.32,1.21,D
11595,46.60144,32.27861,325.32,0.38,0.36,2022-02-25,1038,1,VIIRS,n,2.0NRT,279.72,32.93,D
11596,45.93299,28.9596,332.99,0.43,0.38,2022-02-25,1038,1,VIIRS,n,2.0NRT,293.41,4.67,D
11597,46.59893,32.2846,333.52,0.38,0.36,2022-02-25,1038,1,VIIRS,n,2.0NRT,272.9,5.15,D
11604,45.76545,29.29075,332.27,0.42,0.38,2022-02-25,1038,1,VIIRS,n,2.0NRT,293.47,2.44,D
