,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
14351,47.04942,37.4906,330.95,0.57,0.69,2022-04-03,907,1,VIIRS,n,2.0NRT,284.76,4.39,D
14363,48.12796,38.16772,332,0.49,0.65,2022-04-03,907,1,VIIRS,n,2.0NRT,268.64,4.16,D
14364,47.39381,37.77082,334.94,0.54,0.68,2022-04-03,907,1,VIIRS,n,2.0NRT,289.74,7.37,D
14366,48.42662,38.9761,328.9,0.44,0.63,2022-04-03,907,1,VIIRS,n,2.0NRT,288.46,4.54,D
14376,47.76626,38.54689,354.27,0.49,0.65,2022-04-03,907,1,VIIRS,n,2.0NRT,288.83,13.34,D
14377,47.76431,38.54084,351.81,0.49,0.65,2022-04-03,907,1,VIIRS,n,2.0NRT,295.1,13.34,D
14378,48.10971,39.49191,326.77,0.43,0.62,2022-04-03,907,1,VIIRS,n,2.0NRT,292.12,3.54,D
14381,48.10667,39.49197,336.24,0.43,0.62,2022-04-03,907,1,VIIRS,n,2.0NRT,292.73,3.97,D
16256,48.3029,39.32339,352.82,0.47,0.48,2022-04-03,1045,1,VIIRS,n,2.0NRT,285.76,27.49,D
16258,48.15642,39.71288,333.24,0.49,0.49,2022-04-03,1045,1,VIIRS,n,2.0NRT,286.33,6.5,D
16259,48.09924,39.50786,337.54,0.48,0.48,2022-04-03,1045,1,VIIRS,n,2.0NRT,289.21,4.51,D
16262,47.98362,39.43843,346.21,0.48,0.48,2022-04-03,1045,1,VIIRS,n,2.0NRT,283.76,8.35,D
16263,47.98013,39.45208,339.14,0.48,0.48,2022-04-03,1045,1,VIIRS,n,2.0NRT,286.24,9.32,D
16264,47.83597,38.03778,336.02,0.41,0.45,2022-04-03,1045,1,VIIRS,n,2.0NRT,279.93,5.78,D
16266,47.627,37.99116,337.17,0.41,0.45,2022-04-03,1045,1,VIIRS,n,2.0NRT,278.38,4.22,D
16267,47.62288,37.99191,325.46,0.41,0.45,2022-04-03,1045,1,VIIRS,n,2.0NRT,280.15,2.56,D
16268,47.51915,38.07837,338.11,0.41,0.45,2022-04-03,1045,1,VIIRS,n,2.0NRT,294.37,5.13,D
16269,47.51961,38.08387,339.98,0.41,0.45,2022-04-03,1045,1,VIIRS,n,2.0NRT,292.31,5.13,D
16270,47.3394,36.7798,331.94,0.54,0.42,2022-04-03,1045,1,VIIRS,n,2.0NRT,293.56,4.47,D
16416,48.73271,38.59917,342.41,0.45,0.47,2022-04-03,1045,1,VIIRS,n,2.0NRT,282.14,5.3,D
16418,48.73411,38.6178,327.71,0.45,0.47,2022-04-03,1045,1,VIIRS,n,2.0NRT,279.9,2.03,D
16419,48.5238,39.25439,336.8,0.47,0.48,2022-04-03,1045,1,VIIRS,n,2.0NRT,281.55,4.15,D
16420,48.17899,37.96104,338.95,0.41,0.45,2022-04-03,1045,1,VIIRS,n,2.0NRT,280.24,2.84,D
28459,48.9515,38.53587,295.42,0.4,0.44,2022-04-03,2259,1,VIIRS,n,2.0NRT,275.3,0.61,N
28460,48.65656,38.38322,303.38,0.41,0.45,2022-04-03,2259,1,VIIRS,n,2.0NRT,273.9,0.7,N
