,latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
134,50.07979,36.85082,314.53,0.59,0.7,2022-08-25,58,1,nominal,2.0NRT,285.99,1.63,N
135,50.33694,35.98878,298.35,0.53,0.67,2022-08-25,58,1,nominal,2.0NRT,285.84,1.64,N
136,49.88665,37.00717,295.5,0.6,0.71,2022-08-25,58,1,nominal,2.0NRT,284.4,0.31,N
137,49.3139,38.27287,295.8,0.71,0.75,2022-08-25,58,1,nominal,2.0NRT,285.38,0.29,N
138,51.4329,30.16252,316.38,0.58,0.52,2022-08-25,58,1,nominal,2.0NRT,287.4,2.79,N
139,51.43237,30.10736,323.74,0.57,0.52,2022-08-25,58,1,nominal,2.0NRT,288.39,3.42,N
140,51.42391,30.13782,316.02,0.57,0.52,2022-08-25,58,1,nominal,2.0NRT,286.86,1.75,N
141,51.4218,30.14542,297.78,0.58,0.52,2022-08-25,58,1,nominal,2.0NRT,287.37,1.75,N
142,51.46163,29.59507,307.96,0.55,0.51,2022-08-25,58,1,nominal,2.0NRT,291.98,2.08,N
143,51.45928,29.58479,304.24,0.55,0.51,2022-08-25,58,1,nominal,2.0NRT,289.45,2.08,N
144,49.95319,34.40527,312.77,0.48,0.64,2022-08-25,58,1,nominal,2.0NRT,286.57,1.06,N
145,51.39077,29.50369,300.7,0.54,0.51,2022-08-25,58,1,nominal,2.0NRT,288.7,1.85,N
146,51.38842,29.49342,301.26,0.54,0.51,2022-08-25,58,1,nominal,2.0NRT,290.85,1.85,N
147,51.38645,29.50069,312.13,0.54,0.51,2022-08-25,58,1,nominal,2.0NRT,292.25,1.85,N
148,51.38449,29.50794,318.25,0.54,0.51,2022-08-25,58,1,nominal,2.0NRT,291.17,2.95,N
149,50.23104,33.35027,328.35,0.42,0.61,2022-08-25,58,1,nominal,2.0NRT,286.97,2.16,N
150,48.58938,37.35754,296.61,0.7,0.75,2022-08-25,58,1,nominal,2.0NRT,285.25,1.73,N
151,48.58347,37.35215,301.48,0.7,0.75,2022-08-25,58,1,nominal,2.0NRT,285.92,1.61,N
152,48.79346,36.55677,309.77,0.64,0.72,2022-08-25,58,1,nominal,2.0NRT,286.81,2.39,N
153,50.2501,32.30919,299.54,0.38,0.59,2022-08-25,58,1,nominal,2.0NRT,284.86,0.47,N
