,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
32,46.86211,32.19153,295.71,0.5,0.41,2022-04-16,16,1,VIIRS,n,2.0NRT,268.37,0.66,N
35,47.02619,32.00008,326.03,0.49,0.4,2022-04-16,16,1,VIIRS,n,2.0NRT,265.92,7.99,N
36,47.02748,31.99389,328.97,0.49,0.4,2022-04-16,16,1,VIIRS,n,2.0NRT,263.56,7.99,N
39,47.48868,29.74395,305.71,0.41,0.37,2022-04-16,16,1,VIIRS,n,2.0NRT,276.2,0.74,N
40,47.78654,29.93227,295.63,0.41,0.37,2022-04-16,16,1,VIIRS,n,2.0NRT,275.38,0.48,N
41,47.79419,29.92971,309.88,0.41,0.37,2022-04-16,16,1,VIIRS,n,2.0NRT,276.12,1.2,N
42,47.79652,29.93648,303.15,0.41,0.37,2022-04-16,16,1,VIIRS,n,2.0NRT,275.85,1.15,N
43,47.85834,33.44976,326.99,0.53,0.42,2022-04-16,16,1,VIIRS,n,2.0NRT,272.23,7.09,N
44,47.86974,35.16145,310.16,0.41,0.45,2022-04-16,16,1,VIIRS,n,2.0NRT,277.49,1.11,N
45,48.7,32.07902,297.22,0.46,0.39,2022-04-16,16,1,VIIRS,n,2.0NRT,264.46,0.92,N
48,47.95332,37.84616,299.16,0.53,0.5,2022-04-16,16,1,VIIRS,n,2.0NRT,276.05,1.65,N
51,48.05985,37.95293,296.56,0.53,0.5,2022-04-16,16,1,VIIRS,n,2.0NRT,277.64,1.16,N
54,49.6295,32.44757,301.99,0.45,0.39,2022-04-16,16,1,VIIRS,n,2.0NRT,273.61,0.77,N
55,48.46751,38.75832,302.7,0.56,0.51,2022-04-16,16,1,VIIRS,n,2.0NRT,278.29,1.83,N
56,49.22344,38.21807,302.53,0.5,0.49,2022-04-16,16,1,VIIRS,n,2.0NRT,277.7,1.23,N
57,49.53331,37.06775,297.48,0.44,0.46,2022-04-16,16,1,VIIRS,n,2.0NRT,276.68,0.72,N
58,50.11054,36.12384,299.97,0.39,0.44,2022-04-16,16,1,VIIRS,n,2.0NRT,267.32,0.64,N
68,44.77422,33.86287,301.33,0.43,0.46,2022-04-16,16,1,VIIRS,n,2.0NRT,275.13,0.9,N
28423,50.17005,36.12527,331.52,0.43,0.38,2022-04-16,1002,1,VIIRS,n,2.0NRT,281.94,2,D
28424,50.12939,36.08655,327.91,0.44,0.38,2022-04-16,1002,1,VIIRS,n,2.0NRT,286.33,2.11,D
28425,50.16777,36.9797,334.29,0.42,0.37,2022-04-16,1002,1,VIIRS,n,2.0NRT,284.03,6.88,D
28426,50.16444,36.98116,335.07,0.42,0.37,2022-04-16,1002,1,VIIRS,n,2.0NRT,281.43,6.88,D
28457,47.72554,37.70992,326.69,0.43,0.38,2022-04-16,1002,1,VIIRS,n,2.0NRT,291.42,1.9,D
28461,48.05778,37.9548,331.81,0.42,0.37,2022-04-16,1002,1,VIIRS,n,2.0NRT,284.49,2.52,D
28462,46.26058,29.86474,330.34,0.62,0.54,2022-04-16,1002,1,VIIRS,n,2.0NRT,294.28,3.76,D
28463,48.46023,38.77609,332.34,0.4,0.37,2022-04-16,1002,1,VIIRS,n,2.0NRT,284.98,2.66,D
28469,49.38872,36.50702,331.67,0.44,0.38,2022-04-16,1002,1,VIIRS,n,2.0NRT,279.19,3.4,D
29396,46.24922,30.0752,329.42,0.39,0.6,2022-04-16,1142,1,VIIRS,n,2.0NRT,278.96,4.93,D
29457,49.91834,35.34636,329.14,0.71,0.75,2022-04-16,1145,1,VIIRS,n,2.0NRT,285.32,4.12,D
55617,48.16725,37.7039,306.84,0.5,0.41,2022-04-16,2356,1,VIIRS,n,2.0NRT,278.56,1.58,N
55627,47.69319,37.47999,301.69,0.5,0.41,2022-04-16,2356,1,VIIRS,n,2.0NRT,276.8,1.05,N
55628,47.6946,37.48032,301.73,0.5,0.41,2022-04-16,2356,1,VIIRS,n,2.0NRT,276.85,1.3,N
55629,47.9526,37.84551,297.39,0.51,0.41,2022-04-16,2356,1,VIIRS,n,2.0NRT,276.14,0.63,N
55630,47.95288,37.84558,296.82,0.51,0.41,2022-04-16,2356,1,VIIRS,n,2.0NRT,275.89,0.92,N
55657,49.22327,38.21619,297.9,0.5,0.41,2022-04-16,2356,1,VIIRS,n,2.0NRT,273.87,0.9,N
55658,49.15853,37.90565,296.78,0.49,0.4,2022-04-16,2356,1,VIIRS,n,2.0NRT,276.28,0.79,N
55659,48.46875,38.75962,298.72,0.54,0.42,2022-04-16,2356,1,VIIRS,n,2.0NRT,275.73,2.15,N
55684,48.97507,24.71183,304.37,0.39,0.44,2022-04-16,2358,1,VIIRS,n,2.0NRT,274.9,1.23,N
55685,48.77407,26.41619,296.89,0.5,0.41,2022-04-16,2358,1,VIIRS,n,2.0NRT,269.97,0.8,N
55711,44.77118,33.86256,301.57,0.43,0.38,2022-04-16,2358,1,VIIRS,n,2.0NRT,274.98,0.67,N
