,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
15593,45.79905,33.62535,325.42,0.49,0.4,2022-03-09,1015,1,VIIRS,n,2.0NRT,285.71,2.3,D
15594,47.18914,37.51502,342.07,0.39,0.36,2022-03-09,1015,1,VIIRS,n,2.0NRT,278.5,5.83,D
15595,48.07631,23.48459,340.68,0.38,0.59,2022-03-09,1015,1,VIIRS,n,2.0NRT,283.49,11.12,D
15596,48.07073,23.46568,348.94,0.38,0.59,2022-03-09,1015,1,VIIRS,n,2.0NRT,284.75,21.84,D
15597,48.07708,23.46713,341.47,0.38,0.59,2022-03-09,1015,1,VIIRS,n,2.0NRT,285.8,52.13,D
15598,48.07988,23.4766,356.28,0.38,0.59,2022-03-09,1015,1,VIIRS,l,2.0NRT,280.09,34.18,D
15599,48.07491,23.47985,355.93,0.38,0.59,2022-03-09,1015,1,VIIRS,l,2.0NRT,288.09,11.12,D
15600,48.07848,23.47187,340.92,0.38,0.59,2022-03-09,1015,1,VIIRS,n,2.0NRT,309.68,52.13,D
15601,48.07352,23.47513,355.9,0.38,0.59,2022-03-09,1015,1,VIIRS,l,2.0NRT,283.81,25.23,D
15602,48.07212,23.4704,355.93,0.38,0.59,2022-03-09,1015,1,VIIRS,l,2.0NRT,289.85,25.23,D
15603,48.13848,23.42104,339.77,0.38,0.59,2022-03-09,1015,1,VIIRS,n,2.0NRT,285.88,3.91,D
15604,48.13992,23.42588,337.23,0.38,0.59,2022-03-09,1015,1,VIIRS,n,2.0NRT,283.89,3.91,D
15606,51.00902,27.8341,327.65,0.41,0.45,2022-03-09,1017,1,VIIRS,n,2.0NRT,273.46,1.97,D
15607,49.37683,24.19321,325.71,0.32,0.55,2022-03-09,1017,1,VIIRS,n,2.0NRT,277.59,2.27,D
15608,49.72304,24.2786,330.38,0.62,0.54,2022-03-09,1017,1,VIIRS,n,2.0NRT,274.51,6.88,D
15609,50.67633,28.01978,325.44,0.41,0.45,2022-03-09,1017,1,VIIRS,n,2.0NRT,277.49,2.96,D
15610,49.72743,24.28302,338.37,0.62,0.54,2022-03-09,1017,1,VIIRS,n,2.0NRT,273.56,8.32,D
23424,51.69926,26.93216,336.96,0.42,0.61,2022-03-09,1155,1,VIIRS,n,2.0NRT,276.02,3.19,D
23445,49.4012,24.26345,347.55,0.62,0.54,2022-03-09,1155,1,VIIRS,n,2.0NRT,282.87,16.75,D
23446,49.46419,24.42398,327.47,0.63,0.54,2022-03-09,1155,1,VIIRS,n,2.0NRT,274.78,2.23,D
23454,48.04148,23.65166,331.49,0.57,0.52,2022-03-09,1155,1,VIIRS,n,2.0NRT,284.26,4.54,D
23455,48.05836,23.61151,335.46,0.56,0.52,2022-03-09,1155,1,VIIRS,n,2.0NRT,284.2,6.15,D
23456,48.05811,23.611,334.67,0.56,0.52,2022-03-09,1155,1,VIIRS,n,2.0NRT,284.35,3.8,D
23457,48.07002,23.48065,325.48,0.56,0.51,2022-03-09,1155,1,VIIRS,n,2.0NRT,287.91,3.22,D
40185,50.0571,36.35909,349.09,0.58,0.7,2022-03-09,2229,1,VIIRS,n,2.0NRT,262.57,9.09,N
40187,50.05707,36.35053,348.38,0.59,0.7,2022-03-09,2229,1,VIIRS,n,2.0NRT,261.47,9.09,N
