,latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
233,49.21102,37.30275,295.26,0.4,0.44,2022-06-30,7,1,nominal,2.0NRT,280.69,0.33,N
234,49.16502,37.49852,302.41,0.41,0.45,2022-06-30,7,1,nominal,2.0NRT,276.02,0.77,N
235,49.18489,37.3768,304.2,0.41,0.45,2022-06-30,7,1,nominal,2.0NRT,281.91,0.95,N
236,49.14561,37.50589,297.12,0.41,0.45,2022-06-30,7,1,nominal,2.0NRT,275.16,0.91,N
237,49.13654,37.50689,295.61,0.41,0.45,2022-06-30,7,1,nominal,2.0NRT,277.76,0.58,N
238,49.10537,37.52628,296.58,0.41,0.45,2022-06-30,7,1,nominal,2.0NRT,277.53,0.58,N
239,49.1041,37.5316,295.78,0.41,0.45,2022-06-30,7,1,nominal,2.0NRT,278.72,0.58,N
240,49.00443,37.71437,303.3,0.42,0.45,2022-06-30,7,1,nominal,2.0NRT,287.32,0.74,N
241,48.8563,38.27016,304.36,0.45,0.47,2022-06-30,7,1,nominal,2.0NRT,285.93,1.54,N
242,48.84647,38.31019,297.22,0.45,0.47,2022-06-30,7,1,nominal,2.0NRT,285.98,1.12,N
243,48.84256,38.28856,312.58,0.45,0.47,2022-06-30,7,1,nominal,2.0NRT,285.38,1.59,N
244,48.80215,38.45212,297.48,0.46,0.47,2022-06-30,7,1,nominal,2.0NRT,283.5,0.89,N
245,49.01589,37.3163,298.89,0.41,0.45,2022-06-30,7,1,nominal,2.0NRT,276.95,0.5,N
246,50.54543,26.26159,317.93,0.42,0.38,2022-06-30,9,1,nominal,2.0NRT,293.15,2.29,N
247,48.21542,38.24716,319.77,0.47,0.47,2022-06-30,9,1,nominal,2.0NRT,270.51,2.59,N
249,47.80676,38.51729,302.65,0.49,0.49,2022-06-30,9,1,nominal,2.0NRT,281.95,0.85,N
250,48.47147,34.96786,308.1,0.51,0.41,2022-06-30,9,1,nominal,2.0NRT,290.65,1.16,N
251,48.5313,34.61366,303.97,0.5,0.41,2022-06-30,9,1,nominal,2.0NRT,288.96,1.12,N
252,48.51999,34.62965,318.52,0.5,0.41,2022-06-30,9,1,nominal,2.0NRT,289.67,2.27,N
253,48.47522,34.62868,302.3,0.5,0.41,2022-06-30,9,1,nominal,2.0NRT,288.7,1,N
254,48.47386,34.63514,302.88,0.5,0.41,2022-06-30,9,1,nominal,2.0NRT,290.33,1,N
256,47.88088,35.1913,329.32,0.54,0.42,2022-06-30,9,1,nominal,2.0NRT,290.39,6.99,N
257,47.87579,35.15843,309.15,0.54,0.42,2022-06-30,9,1,nominal,2.0NRT,290.13,1.28,N
258,47.87058,35.16346,305.1,0.54,0.42,2022-06-30,9,1,nominal,2.0NRT,291.43,1.43,N
259,47.86249,35.14437,302.32,0.53,0.42,2022-06-30,9,1,nominal,2.0NRT,291.61,2.09,N
260,47.57655,36.10383,309.11,0.39,0.44,2022-06-30,9,1,nominal,2.0NRT,286.43,0.94,N
262,47.13456,37.63657,297.25,0.47,0.48,2022-06-30,9,1,nominal,2.0NRT,286.25,0.99,N
263,47.13368,37.6355,296.8,0.47,0.48,2022-06-30,9,1,nominal,2.0NRT,286.39,0.89,N
265,49.11724,26.34666,303.03,0.41,0.37,2022-06-30,9,1,nominal,2.0NRT,289.14,0.77,N
266,47.88452,33.44945,301.25,0.47,0.39,2022-06-30,9,1,nominal,2.0NRT,289.4,0.77,N
267,47.87909,33.40108,307.25,0.47,0.39,2022-06-30,9,1,nominal,2.0NRT,290.47,1.17,N
268,47.87664,33.41311,313.07,0.47,0.39,2022-06-30,9,1,nominal,2.0NRT,292.6,1.31,N
269,47.87542,33.41912,304.38,0.47,0.39,2022-06-30,9,1,nominal,2.0NRT,291.63,1.31,N
270,47.86824,33.43561,319.65,0.47,0.39,2022-06-30,9,1,nominal,2.0NRT,290.02,1.86,N
271,47.86596,33.42804,308.68,0.47,0.39,2022-06-30,9,1,nominal,2.0NRT,289.35,2.83,N
272,47.86473,33.43404,319.83,0.47,0.39,2022-06-30,9,1,nominal,2.0NRT,290.83,1.86,N
278,48.74882,26.60469,310.59,0.4,0.37,2022-06-30,9,1,nominal,2.0NRT,293.83,1.74,N
374,50.54638,26.26353,303.35,0.68,0.74,2022-06-30,149,1,nominal,2.0NRT,286.93,1.4,N
2117,45.05179,35.9061,342.02,0.42,0.45,2022-06-30,954,1,nominal,2.0NRT,307.44,5.21,D
2142,45.47047,29.28881,367,0.41,0.61,2022-06-30,956,1,high,2.0NRT,302.43,5.38,D
2143,45.46616,29.27425,367,0.41,0.61,2022-06-30,956,1,high,2.0NRT,303.51,14.25,D
2144,45.46904,29.28398,337.09,0.41,0.61,2022-06-30,956,1,nominal,2.0NRT,302.75,5.38,D
2162,48.432,38.3083,339.13,0.44,0.39,2022-06-30,956,1,nominal,2.0NRT,287.31,12.1,D
2163,47.86284,33.43204,336.5,0.46,0.47,2022-06-30,956,1,nominal,2.0NRT,291.52,4.8,D
2164,47.86695,33.42982,340.77,0.46,0.47,2022-06-30,956,1,nominal,2.0NRT,289.49,4.8,D
2166,49.16238,37.49844,338.15,0.46,0.39,2022-06-30,956,1,nominal,2.0NRT,294.59,9.16,D
2167,49.16584,37.49684,336.84,0.46,0.39,2022-06-30,956,1,nominal,2.0NRT,295.84,10.54,D
2168,49.32972,36.87263,329.68,0.47,0.4,2022-06-30,956,1,nominal,2.0NRT,286.42,4.48,D
2174,50.02007,36.76857,329.85,0.46,0.39,2022-06-30,956,1,nominal,2.0NRT,299.63,4.74,D
2175,49.56672,34.30463,340.23,0.38,0.43,2022-06-30,956,1,nominal,2.0NRT,293.07,3.89,D
2177,49.07486,30.62661,329.7,0.56,0.51,2022-06-30,956,1,nominal,2.0NRT,292.35,3.67,D
2181,50.2305,33.35228,340.2,0.4,0.44,2022-06-30,956,1,nominal,2.0NRT,290.8,3.44,D
2186,50.94054,32.43808,341.96,0.42,0.45,2022-06-30,956,1,nominal,2.0NRT,293.82,3.2,D
2191,50.69444,28.62721,329.41,0.6,0.53,2022-06-30,956,1,nominal,2.0NRT,293.5,5.48,D
2192,50.69315,28.62913,339.95,0.6,0.53,2022-06-30,956,1,nominal,2.0NRT,292.71,4.88,D
2307,47.28973,32.96218,349.04,0.46,0.64,2022-06-30,1136,1,nominal,2.0NRT,287.65,13.19,D
2308,47.28958,32.95598,355.12,0.46,0.63,2022-06-30,1136,1,nominal,2.0NRT,290.5,18.49,D
2309,47.28768,32.95256,338.59,0.46,0.64,2022-06-30,1136,1,nominal,2.0NRT,287.74,12.73,D
2310,47.28778,32.95876,356.09,0.46,0.64,2022-06-30,1136,1,low,2.0NRT,289.92,12.73,D
2312,48.91402,31.78213,341.62,0.41,0.61,2022-06-30,1136,1,nominal,2.0NRT,290.06,3.59,D
2313,49.14524,37.44697,340.47,0.75,0.77,2022-06-30,1136,1,nominal,2.0NRT,296.04,10.51,D
