,latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
67,49.80638,36.90303,305.62,0.5,0.49,2022-05-23,22,1,nominal,2.0NRT,276.56,1.03,N
68,49.53378,37.06658,297.5,0.52,0.5,2022-05-23,22,1,nominal,2.0NRT,276.22,0.6,N
69,48.53605,34.64613,301.57,0.44,0.46,2022-05-23,22,1,nominal,2.0NRT,283.47,1.45,N
70,48.52135,34.63158,302.83,0.44,0.46,2022-05-23,22,1,nominal,2.0NRT,280.29,0.79,N
71,48.4719,34.6287,300.33,0.44,0.46,2022-05-23,22,1,nominal,2.0NRT,280.72,1.12,N
72,48.47506,34.63577,295.37,0.44,0.46,2022-05-23,22,1,nominal,2.0NRT,280.62,1.02,N
73,48.47237,34.62797,299.77,0.44,0.46,2022-05-23,22,1,nominal,2.0NRT,279.97,0.99,N
74,47.87681,33.41315,298.12,0.41,0.45,2022-05-23,22,1,nominal,2.0NRT,281.83,0.79,N
75,47.87559,33.41833,299.58,0.41,0.45,2022-05-23,22,1,nominal,2.0NRT,282.88,0.79,N
76,47.86048,33.44537,310.1,0.41,0.45,2022-05-23,22,1,nominal,2.0NRT,282.74,1.28,N
77,47.02193,32.46338,320.09,0.39,0.44,2022-05-23,22,1,nominal,2.0NRT,280.07,1.39,N
80,46.58744,32.16644,337.59,0.39,0.44,2022-05-23,22,1,nominal,2.0NRT,285.54,12.14,N
81,46.58634,32.17129,295.85,0.39,0.44,2022-05-23,22,1,nominal,2.0NRT,280.51,6.08,N
85,44.77245,33.85861,298.36,0.51,0.49,2022-05-23,22,1,nominal,2.0NRT,279.07,0.79,N
86,45.46029,29.04356,328.52,0.47,0.39,2022-05-23,22,1,nominal,2.0NRT,272.34,4.68,N
87,45.45913,29.0493,324.83,0.47,0.39,2022-05-23,22,1,nominal,2.0NRT,262.21,4.68,N
3211,47.38802,36.64312,331.1,0.42,0.38,2022-05-23,1009,1,nominal,2.0NRT,293.28,6.68,D
3212,48.21442,38.24821,327.59,0.39,0.36,2022-05-23,1009,1,nominal,2.0NRT,295.8,1.71,D
3213,48.46529,38.75992,330.86,0.39,0.36,2022-05-23,1009,1,nominal,2.0NRT,303.65,5.7,D
3214,48.46448,38.7548,339.3,0.39,0.36,2022-05-23,1009,1,nominal,2.0NRT,301.17,5.32,D
