,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
35,50.07054,28.05726,310.44,0.45,0.47,2022-04-14,52,1,VIIRS,n,2.0NRT,272.33,1.55,N
44,50.5432,26.25915,296.64,0.56,0.43,2022-04-14,52,1,VIIRS,n,2.0NRT,272.42,1.39,N
45,50.17103,27.7621,297.61,0.44,0.46,2022-04-14,52,1,VIIRS,n,2.0NRT,272.72,0.44,N
47,50.04447,28.06862,307.01,0.45,0.47,2022-04-14,52,1,VIIRS,n,2.0NRT,273.65,1.57,N
48,50.04596,28.06267,310.63,0.45,0.47,2022-04-14,52,1,VIIRS,n,2.0NRT,273.06,1.62,N
92,49.85108,27.29103,325.48,0.43,0.46,2022-04-14,54,1,VIIRS,n,2.0NRT,272.19,2.72,N
102,48.57643,25.36769,299.12,0.38,0.44,2022-04-14,54,1,VIIRS,n,2.0NRT,272.65,1.33,N
103,48.97441,24.70974,298.67,0.53,0.42,2022-04-14,54,1,VIIRS,n,2.0NRT,273.93,1.72,N
116,48.88846,27.45955,318.56,0.46,0.47,2022-04-14,54,1,VIIRS,n,2.0NRT,274.29,2.09,N
28932,49.14197,24.06105,337.42,0.55,0.42,2022-04-14,1041,1,VIIRS,n,2.0NRT,296.75,6.3,D
28933,49.19885,23.3472,340.61,0.39,0.44,2022-04-14,1041,1,VIIRS,n,2.0NRT,294.04,4.37,D
28934,49.20198,23.30487,337.6,0.39,0.44,2022-04-14,1041,1,VIIRS,n,2.0NRT,294.22,1.8,D
28935,49.20433,23.12743,338.03,0.39,0.44,2022-04-14,1041,1,VIIRS,n,2.0NRT,291.23,2.16,D
28936,49.20811,23.12514,326.02,0.39,0.44,2022-04-14,1041,1,VIIRS,n,2.0NRT,293.27,2.16,D
28937,50.03456,27.03128,331.2,0.43,0.38,2022-04-14,1041,1,VIIRS,n,2.0NRT,294.35,2.06,D
28938,49.43589,24.05235,333.17,0.54,0.42,2022-04-14,1041,1,VIIRS,n,2.0NRT,295.87,3.63,D
28939,49.24286,23.16441,331.41,0.39,0.44,2022-04-14,1041,1,VIIRS,n,2.0NRT,298.29,3.51,D
28940,49.34112,23.25028,339.99,0.39,0.44,2022-04-14,1041,1,VIIRS,n,2.0NRT,297.42,4.27,D
28942,50.68922,30.26849,326.89,0.38,0.36,2022-04-14,1041,1,VIIRS,n,2.0NRT,291.66,2.28,D
28943,50.44135,28.74682,330.16,0.39,0.36,2022-04-14,1041,1,VIIRS,n,2.0NRT,288.37,1.15,D
28944,49.81173,25.18825,326.43,0.48,0.4,2022-04-14,1041,1,VIIRS,n,2.0NRT,283.46,2.73,D
28945,50.68927,30.00592,325.79,0.38,0.36,2022-04-14,1041,1,VIIRS,n,2.0NRT,291.78,2.17,D
28946,49.51125,23.65249,334.69,0.55,0.43,2022-04-14,1041,1,VIIRS,n,2.0NRT,298.2,4.26,D
28950,49.40406,23.06668,331.66,0.39,0.44,2022-04-14,1041,1,VIIRS,n,2.0NRT,295.36,4.83,D
28951,49.65936,24.02425,333.47,0.53,0.42,2022-04-14,1041,1,VIIRS,n,2.0NRT,295.35,7.64,D
28952,49.65784,24.01726,336.03,0.53,0.42,2022-04-14,1041,1,VIIRS,n,2.0NRT,296.07,7.59,D
28953,50.54338,28.17747,334.2,0.4,0.37,2022-04-14,1041,1,VIIRS,n,2.0NRT,297.45,21.33,D
28954,51.29712,32.89202,337.41,0.41,0.37,2022-04-14,1041,1,VIIRS,n,2.0NRT,277.42,6.19,D
28955,50.47018,27.4085,351.76,0.41,0.37,2022-04-14,1041,1,VIIRS,n,2.0NRT,301.34,7.92,D
28956,50.50387,27.53373,346.11,0.41,0.37,2022-04-14,1041,1,VIIRS,n,2.0NRT,300.72,7.57,D
28958,50.45611,27.00051,341.07,0.42,0.38,2022-04-14,1041,1,VIIRS,n,2.0NRT,293.29,3.17,D
28959,50.67307,28.04242,333.16,0.4,0.37,2022-04-14,1041,1,VIIRS,n,2.0NRT,287.99,2.53,D
28960,50.67636,28.04099,331.01,0.4,0.37,2022-04-14,1041,1,VIIRS,n,2.0NRT,287.15,2.53,D
28961,50.97197,29.76949,346.18,0.38,0.36,2022-04-14,1041,1,VIIRS,n,2.0NRT,300.73,24.04,D
28962,50.97607,29.77357,332.47,0.38,0.36,2022-04-14,1041,1,VIIRS,n,2.0NRT,292.35,3.91,D
28963,50.81938,28.81377,341.94,0.39,0.36,2022-04-14,1041,1,VIIRS,n,2.0NRT,287.03,12.87,D
28964,50.82082,28.80156,328.37,0.39,0.36,2022-04-14,1041,1,VIIRS,n,2.0NRT,280.52,0.95,D
28965,50.82871,28.81342,342.35,0.39,0.36,2022-04-14,1041,1,VIIRS,n,2.0NRT,279.46,4.3,D
28966,50.83196,28.81205,356.41,0.39,0.36,2022-04-14,1041,1,VIIRS,l,2.0NRT,279.39,5.51,D
28967,50.70473,28.01461,336.23,0.4,0.37,2022-04-14,1041,1,VIIRS,n,2.0NRT,290.73,3.48,D
28968,50.49324,26.81849,327.13,0.43,0.38,2022-04-14,1041,1,VIIRS,n,2.0NRT,294.07,1.66,D
28969,50.74002,27.87366,341.74,0.4,0.37,2022-04-14,1041,1,VIIRS,n,2.0NRT,298.15,21.3,D
28970,50.74331,27.8722,344.59,0.4,0.37,2022-04-14,1041,1,VIIRS,n,2.0NRT,298.05,21.3,D
28971,50.74759,27.87631,339.33,0.4,0.37,2022-04-14,1041,1,VIIRS,n,2.0NRT,293.62,3.76,D
