,latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
204,49.57593,37.00045,304.6,0.59,0.53,2022-08-16,26,1,nominal,2.0NRT,271.06,1.58,N
205,49.57142,36.99754,304.55,0.59,0.53,2022-08-16,26,1,nominal,2.0NRT,267.82,1.58,N
206,49.5719,36.99841,310.35,0.59,0.53,2022-08-16,26,1,nominal,2.0NRT,267.46,3.2,N
238,47.83339,38.4736,304.68,0.39,0.59,2022-08-16,28,1,nominal,2.0NRT,290.85,0.93,N
239,47.69542,38.63056,307.88,0.4,0.6,2022-08-16,28,1,nominal,2.0NRT,289.21,1.33,N
240,47.69345,38.63195,305.09,0.4,0.6,2022-08-16,28,1,nominal,2.0NRT,287.15,1.13,N
250,48.42436,33.27514,305.13,0.45,0.47,2022-08-16,28,1,nominal,2.0NRT,261.45,0.64,N
251,48.21522,33.56865,309.59,0.46,0.47,2022-08-16,28,1,nominal,2.0NRT,283.35,1.17,N
252,48.21376,33.57453,307.07,0.47,0.47,2022-08-16,28,1,nominal,2.0NRT,284.39,1.17,N
253,47.87248,33.43911,300.48,0.47,0.48,2022-08-16,28,1,nominal,2.0NRT,282.35,0.94,N
254,47.87426,33.41322,301.19,0.47,0.48,2022-08-16,28,1,nominal,2.0NRT,283.34,1.34,N
255,47.87748,33.41435,303.75,0.47,0.48,2022-08-16,28,1,nominal,2.0NRT,283.49,1.47,N
1585,46.59641,35.11238,333.23,0.43,0.38,2022-08-16,1013,1,nominal,2.0NRT,298.36,3.37,D
1665,46.52876,35.18762,330.88,0.43,0.38,2022-08-16,1013,1,low,2.0NRT,303.2,2,D
1666,46.52776,35.18218,339.46,0.43,0.38,2022-08-16,1013,1,nominal,2.0NRT,303.78,4.69,D
1667,46.53454,35.17956,331.54,0.43,0.38,2022-08-16,1013,1,low,2.0NRT,304.27,2.28,D
1672,46.68901,34.29133,330.45,0.45,0.39,2022-08-16,1013,1,low,2.0NRT,300.7,2.5,D
1702,47.38817,32.54129,341.55,0.5,0.41,2022-08-16,1013,1,nominal,2.0NRT,299.47,34.82,D
1703,47.39178,32.53966,340.85,0.5,0.41,2022-08-16,1013,1,nominal,2.0NRT,295.08,16.42,D
1704,47.59956,32.32994,330.94,0.5,0.41,2022-08-16,1013,1,nominal,2.0NRT,300.18,4.59,D
1886,49.60828,28.80013,336.15,0.5,0.66,2022-08-16,1155,1,nominal,2.0NRT,288.69,4.05,D
4869,48.30947,39.38186,299.93,0.42,0.61,2022-08-16,2227,1,nominal,2.0NRT,283.02,1.35,N
4870,48.30932,39.38744,314.34,0.42,0.61,2022-08-16,2227,1,nominal,2.0NRT,283.4,1.35,N
4871,48.30919,39.39279,301.77,0.42,0.61,2022-08-16,2227,1,nominal,2.0NRT,284.41,1.7,N
4874,47.87617,33.43269,297.1,0.79,0.78,2022-08-16,2227,1,nominal,2.0NRT,285.27,2.1,N
4875,47.90741,36.68557,307.53,0.56,0.69,2022-08-16,2227,1,nominal,2.0NRT,285.65,1.29,N
4880,47.90602,36.68412,308.88,0.56,0.69,2022-08-16,2227,1,nominal,2.0NRT,285.76,1.67,N
5284,49.66275,33.49435,298.77,0.44,0.38,2022-08-17,7,1,nominal,2.0NRT,285.66,0.64,N
5285,49.66244,33.49349,297.92,0.44,0.38,2022-08-17,7,1,nominal,2.0NRT,285.76,0.52,N
5292,48.05977,37.9533,303.91,0.45,0.47,2022-08-17,7,1,nominal,2.0NRT,287.16,0.85,N
5294,48.53517,34.64192,328.91,0.49,0.41,2022-08-17,7,1,nominal,2.0NRT,289.35,4.7,N
5295,48.53381,34.64833,325.74,0.49,0.41,2022-08-17,7,1,nominal,2.0NRT,289.65,4.7,N
5298,48.53214,34.64731,326.21,0.49,0.41,2022-08-17,7,1,nominal,2.0NRT,289.38,6.35,N
5299,48.53348,34.64087,306.7,0.49,0.41,2022-08-17,7,1,nominal,2.0NRT,288.54,4.21,N
5304,47.90332,36.68854,304.51,0.4,0.45,2022-08-17,7,1,nominal,2.0NRT,287.69,0.9,N
5305,47.83532,36.82885,301.53,0.41,0.45,2022-08-17,7,1,nominal,2.0NRT,287.31,1.06,N
5306,47.83408,36.83407,301.4,0.41,0.45,2022-08-17,7,1,nominal,2.0NRT,287.91,0.99,N
5307,47.87749,35.15798,310.87,0.53,0.42,2022-08-17,7,1,nominal,2.0NRT,288.13,3.45,N
5312,47.87866,33.40654,301.09,0.46,0.39,2022-08-17,7,1,nominal,2.0NRT,289.84,1.32,N
5313,47.87746,33.41253,310.8,0.46,0.39,2022-08-17,7,1,nominal,2.0NRT,291.07,1.32,N
5314,47.87627,33.41851,305.89,0.46,0.39,2022-08-17,7,1,nominal,2.0NRT,290.78,1.5,N
5315,47.87268,33.43646,310.27,0.46,0.39,2022-08-17,7,1,nominal,2.0NRT,289.7,1.33,N
5316,47.8657,33.43335,299.71,0.46,0.39,2022-08-17,7,1,nominal,2.0NRT,288.77,0.69,N
5333,44.77308,33.86311,305.89,0.55,0.42,2022-08-17,9,1,nominal,2.0NRT,289.23,0.89,N
5334,44.772,33.86327,305.5,0.55,0.42,2022-08-17,9,1,nominal,2.0NRT,288.96,1.16,N
