,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
87,50.05574,36.3584,337.72,0.63,0.54,2022-03-14,35,1,VIIRS,n,2.0NRT,260.97,7.96,N
89,49.24484,24.20964,311.89,0.39,0.36,2022-03-14,35,1,VIIRS,n,2.0NRT,267.46,1.28,N
97,44.77528,33.86028,297.71,0.35,0.57,2022-03-14,35,1,VIIRS,n,2.0NRT,265.93,0.82,N
108,49.16919,24.25081,299.33,0.39,0.36,2022-03-14,35,1,VIIRS,n,2.0NRT,267.9,0.63,N
113,48.99129,25.02823,301.8,0.4,0.37,2022-03-14,35,1,VIIRS,n,2.0NRT,267.57,0.85,N
123,49.45256,23.85836,303.79,0.39,0.36,2022-03-14,35,1,VIIRS,n,2.0NRT,265.18,0.71,N
124,49.54396,23.59528,296.48,0.39,0.36,2022-03-14,35,1,VIIRS,n,2.0NRT,265.75,0.55,N
162,50.9548,24.21996,308.74,0.39,0.36,2022-03-14,35,1,VIIRS,n,2.0NRT,262.03,0.78,N
164,49.02768,38.39434,339.47,0.41,0.61,2022-03-14,35,1,VIIRS,n,2.0NRT,265.2,3.93,N
168,49.0226,38.39072,322.69,0.41,0.61,2022-03-14,35,1,VIIRS,n,2.0NRT,261.95,3.93,N
19589,48.19547,37.9002,329.17,0.39,0.36,2022-03-14,1019,1,VIIRS,n,2.0NRT,283.36,3.67,D
19590,48.20943,37.90132,342.89,0.39,0.36,2022-03-14,1019,1,VIIRS,n,2.0NRT,282.84,6.55,D
19592,48.11483,37.76731,326.89,0.39,0.36,2022-03-14,1019,1,VIIRS,n,2.0NRT,276.16,2.39,D
19598,47.30391,31.56404,325.72,0.48,0.4,2022-03-14,1019,1,VIIRS,n,2.0NRT,278.46,2.44,D
19601,47.29916,31.55955,332.55,0.48,0.4,2022-03-14,1019,1,VIIRS,n,2.0NRT,278.32,3.48,D
19602,47.29564,31.56113,329.15,0.48,0.4,2022-03-14,1019,1,VIIRS,n,2.0NRT,278.87,3.48,D
19632,47.83946,37.57633,341.19,0.39,0.36,2022-03-14,1019,1,VIIRS,n,2.0NRT,286.94,9.27,D
19675,47.95404,37.12167,328.02,0.39,0.36,2022-03-14,1019,1,VIIRS,n,2.0NRT,281.69,2.14,D
19681,46.50384,32.66176,336.37,0.45,0.39,2022-03-14,1019,1,VIIRS,n,2.0NRT,285.64,6.06,D
19683,46.90625,32.27082,332.32,0.46,0.39,2022-03-14,1019,1,VIIRS,n,2.0NRT,282.71,2.17,D
19684,47.82055,37.63591,333.41,0.39,0.36,2022-03-14,1019,1,VIIRS,n,2.0NRT,284.8,2.4,D
19687,47.87057,38.06322,325.74,0.39,0.36,2022-03-14,1019,1,VIIRS,n,2.0NRT,282.68,3.51,D
19695,46.50037,32.66317,353.83,0.45,0.39,2022-03-14,1019,1,VIIRS,n,2.0NRT,293.18,13.87,D
19697,46.49691,32.66459,334.3,0.45,0.39,2022-03-14,1019,1,VIIRS,n,2.0NRT,288.59,13.87,D
19716,47.15889,38.18402,327.72,0.39,0.36,2022-03-14,1019,1,VIIRS,n,2.0NRT,285.71,31.63,D
19726,47.1277,37.68238,327.14,0.39,0.36,2022-03-14,1019,1,VIIRS,n,2.0NRT,279.79,5.43,D
19727,47.12697,37.67734,335.31,0.39,0.36,2022-03-14,1019,1,VIIRS,n,2.0NRT,278.33,5.43,D
19728,47.15816,38.1789,338.63,0.39,0.36,2022-03-14,1019,1,VIIRS,n,2.0NRT,283.08,5.39,D
19729,47.10103,37.66124,327.4,0.39,0.36,2022-03-14,1019,1,VIIRS,n,2.0NRT,281.68,2.09,D
19731,47.16291,38.18814,327.82,0.39,0.36,2022-03-14,1019,1,VIIRS,n,2.0NRT,292.24,31.63,D
19733,47.16219,38.18302,349.89,0.39,0.36,2022-03-14,1019,1,VIIRS,n,2.0NRT,288.59,31.63,D
19736,47.15414,38.17478,331.31,0.39,0.36,2022-03-14,1019,1,VIIRS,n,2.0NRT,284.55,4.75,D
19753,45.84381,33.74184,328.73,0.43,0.38,2022-03-14,1019,1,VIIRS,n,2.0NRT,289.47,2.25,D
19772,48.42482,22.55513,332.54,0.34,0.56,2022-03-14,1021,1,VIIRS,n,2.0NRT,289.46,2.07,D
19773,50.16464,28.4848,327.88,0.53,0.42,2022-03-14,1021,1,VIIRS,n,2.0NRT,282.21,7.65,D
19774,50.16307,28.47764,355.44,0.53,0.42,2022-03-14,1021,1,VIIRS,n,2.0NRT,287.06,7.65,D
19775,50.53526,30.23619,325.07,0.46,0.39,2022-03-14,1021,1,VIIRS,n,2.0NRT,281.25,1.34,D
19776,50.53023,30.21109,343.24,0.46,0.39,2022-03-14,1021,1,VIIRS,n,2.0NRT,287.63,19.73,D
19777,49.26912,24.68091,338.09,0.53,0.5,2022-03-14,1021,1,VIIRS,n,2.0NRT,284.83,3.62,D
19778,48.4913,22.58026,331.98,0.34,0.56,2022-03-14,1021,1,VIIRS,n,2.0NRT,287.49,2.19,D
19779,50.42019,29.83952,339.52,0.48,0.4,2022-03-14,1021,1,VIIRS,n,2.0NRT,282.73,12.37,D
19780,50.47833,29.97281,330.22,0.47,0.4,2022-03-14,1021,1,VIIRS,n,2.0NRT,281.91,3.65,D
19781,50.14103,28.43343,326.43,0.54,0.42,2022-03-14,1021,1,VIIRS,n,2.0NRT,281.76,4.57,D
19782,50.1604,28.50299,325.34,0.53,0.42,2022-03-14,1021,1,VIIRS,n,2.0NRT,293.82,28.66,D
19783,50.16252,28.4939,336.74,0.53,0.42,2022-03-14,1021,1,VIIRS,n,2.0NRT,283.95,11.55,D
19784,50.47612,29.98092,330.7,0.47,0.4,2022-03-14,1021,1,VIIRS,n,2.0NRT,283.86,3.65,D
19785,50.41486,29.81366,332.29,0.48,0.4,2022-03-14,1021,1,VIIRS,n,2.0NRT,281.14,3.89,D
19786,50.15672,28.50494,345.05,0.53,0.42,2022-03-14,1021,1,VIIRS,n,2.0NRT,282.21,28.66,D
19787,50.1536,28.49069,336.57,0.53,0.42,2022-03-14,1021,1,VIIRS,n,2.0NRT,282.36,5.57,D
