,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
44,48.97637,24.71166,298.69,0.47,0.48,2022-04-24,105,1,VIIRS,n,2.0NRT,275.63,1.17,N
129,50.54552,26.26398,304.44,0.5,0.49,2022-04-24,107,1,VIIRS,n,2.0NRT,277.41,1.33,N
148,51.56589,26.35755,304.14,0.47,0.48,2022-04-24,107,1,VIIRS,n,2.0NRT,272.23,1.07,N
18567,48.62531,37.11678,356.21,0.45,0.63,2022-04-24,911,1,VIIRS,n,2.0NRT,286.95,6.2,D
18594,48.45898,38.77974,337.07,0.39,0.59,2022-04-24,911,1,VIIRS,n,2.0NRT,288.33,3.82,D
19695,49.1807,37.51961,334.52,0.47,0.48,2022-04-24,1051,1,VIIRS,n,2.0NRT,280.45,5.15,D
19697,48.9381,25.34214,339.48,0.41,0.37,2022-04-24,1051,1,VIIRS,n,2.0NRT,293.31,3.08,D
19726,48.93884,37.04728,325.95,0.45,0.47,2022-04-24,1051,1,VIIRS,n,2.0NRT,291.66,4.76,D
19727,48.93929,37.05341,338.09,0.45,0.47,2022-04-24,1051,1,VIIRS,n,2.0NRT,288.92,4.75,D
19728,48.62997,38.39642,330.5,0.51,0.49,2022-04-24,1051,1,VIIRS,n,2.0NRT,293.7,2.91,D
19729,48.62451,38.38314,326.22,0.51,0.49,2022-04-24,1051,1,VIIRS,n,2.0NRT,293.14,2.63,D
19730,47.65953,29.67429,337.98,0.39,0.36,2022-04-24,1051,1,VIIRS,n,2.0NRT,300.89,11.31,D
19731,47.66027,29.67943,331.69,0.39,0.36,2022-04-24,1051,1,VIIRS,l,2.0NRT,306.17,21.16,D
19732,47.62669,34.32619,339.82,0.5,0.41,2022-04-24,1051,1,VIIRS,n,2.0NRT,291.78,7.73,D
19733,47.96589,39.58042,354.66,0.57,0.52,2022-04-24,1051,1,VIIRS,n,2.0NRT,289.28,9.85,D
19734,47.96108,39.58105,334.58,0.57,0.52,2022-04-24,1051,1,VIIRS,n,2.0NRT,289.62,9.85,D
19744,51.5853,24.16643,328.76,0.4,0.37,2022-04-24,1053,1,VIIRS,n,2.0NRT,293.64,2.28,D
19747,50.89712,26.62454,325.68,0.38,0.36,2022-04-24,1053,1,VIIRS,n,2.0NRT,294.24,1.95,D
19790,50.54004,31.64837,341.73,0.44,0.39,2022-04-24,1053,1,VIIRS,n,2.0NRT,295.86,6.22,D
19791,50.5412,31.64965,340.68,0.44,0.39,2022-04-24,1053,1,VIIRS,n,2.0NRT,296.11,7.22,D
19792,50.41719,30.69164,328.16,0.42,0.38,2022-04-24,1053,1,VIIRS,n,2.0NRT,296.95,1.62,D
19798,51.58858,24.16491,332.2,0.4,0.37,2022-04-24,1053,1,VIIRS,n,2.0NRT,295.84,9.49,D
37064,47.86098,35.14316,300.98,0.47,0.48,2022-04-24,2305,1,VIIRS,n,2.0NRT,281.88,1.34,N
37065,47.86834,35.16371,301.89,0.47,0.48,2022-04-24,2305,1,VIIRS,n,2.0NRT,280.56,0.95,N
37066,47.69423,37.47839,295.64,0.56,0.43,2022-04-24,2305,1,VIIRS,n,2.0NRT,279.85,0.85,N
37067,47.83486,38.4767,299.98,0.51,0.41,2022-04-24,2305,1,VIIRS,n,2.0NRT,282.22,1.4,N
37068,47.83424,38.47676,302.66,0.51,0.41,2022-04-24,2305,1,VIIRS,n,2.0NRT,283.06,1.22,N
37069,48.06075,37.95241,304.95,0.54,0.42,2022-04-24,2305,1,VIIRS,n,2.0NRT,282.78,0.9,N
37070,48.0992,37.92419,302.31,0.54,0.42,2022-04-24,2305,1,VIIRS,n,2.0NRT,283.4,1.5,N
37071,48.09965,37.9241,302.36,0.54,0.42,2022-04-24,2305,1,VIIRS,n,2.0NRT,283.53,1.75,N
37072,48.16833,37.7055,296.9,0.55,0.43,2022-04-24,2305,1,VIIRS,n,2.0NRT,282.9,0.78,N
37073,48.47454,34.6295,320.98,0.5,0.49,2022-04-24,2305,1,VIIRS,n,2.0NRT,281.34,2.91,N
37074,48.21952,37.87485,300.48,0.55,0.42,2022-04-24,2305,1,VIIRS,n,2.0NRT,279.53,1,N
37075,48.2196,37.87263,296.79,0.55,0.42,2022-04-24,2305,1,VIIRS,n,2.0NRT,279.85,0.81,N
37076,48.52069,34.63284,296.35,0.5,0.49,2022-04-24,2305,1,VIIRS,n,2.0NRT,279.22,1.07,N
37077,48.22348,38.23636,302.01,0.53,0.42,2022-04-24,2305,1,VIIRS,n,2.0NRT,283.47,1.25,N
37079,48.53338,34.64878,301.96,0.5,0.49,2022-04-24,2305,1,VIIRS,n,2.0NRT,280.66,1.89,N
37083,48.28924,38.09076,299.16,0.54,0.42,2022-04-24,2305,1,VIIRS,n,2.0NRT,280.81,1.32,N
37084,48.43407,38.69453,297.17,0.51,0.41,2022-04-24,2305,1,VIIRS,n,2.0NRT,280.96,0.76,N
37085,48.46043,38.77144,308.97,0.51,0.41,2022-04-24,2305,1,VIIRS,n,2.0NRT,282.22,1.59,N
37086,48.4656,38.75863,301.04,0.51,0.41,2022-04-24,2305,1,VIIRS,n,2.0NRT,284.7,2.02,N
37087,48.46936,38.75951,300.9,0.51,0.41,2022-04-24,2305,1,VIIRS,n,2.0NRT,283.67,0.92,N
37088,48.47923,38.77581,298.45,0.51,0.41,2022-04-24,2305,1,VIIRS,n,2.0NRT,283.13,1.22,N
37089,48.65059,38.37743,322.48,0.53,0.42,2022-04-24,2305,1,VIIRS,n,2.0NRT,282.61,3.42,N
37091,49.18968,33.45811,297.21,0.58,0.52,2022-04-24,2305,1,VIIRS,n,2.0NRT,277.62,0.96,N
37092,48.78994,38.52529,318.76,0.52,0.42,2022-04-24,2305,1,VIIRS,n,2.0NRT,282.14,2.32,N
37093,48.79198,38.52501,323.45,0.52,0.42,2022-04-24,2305,1,VIIRS,n,2.0NRT,282.51,3.15,N
37094,49.18782,33.46382,298.74,0.58,0.52,2022-04-24,2305,1,VIIRS,n,2.0NRT,277.2,1.64,N
37095,48.99922,38.38831,296.46,0.53,0.42,2022-04-24,2305,1,VIIRS,n,2.0NRT,281.33,0.59,N
37096,49.01073,38.3911,308.31,0.53,0.42,2022-04-24,2305,1,VIIRS,n,2.0NRT,282.11,1.18,N
37097,49.01147,38.3838,301.63,0.53,0.42,2022-04-24,2305,1,VIIRS,n,2.0NRT,281.8,1.18,N
37098,49.01678,38.37013,296.91,0.53,0.42,2022-04-24,2305,1,VIIRS,n,2.0NRT,281.73,0.85,N
37099,49.15373,37.06276,305.54,0.4,0.44,2022-04-24,2305,1,VIIRS,n,2.0NRT,279.88,1.15,N
37100,49.15248,37.06327,300.53,0.4,0.44,2022-04-24,2305,1,VIIRS,n,2.0NRT,280.69,0.87,N
37190,47.6286,34.32415,329.98,0.51,0.49,2022-04-24,2307,1,VIIRS,n,2.0NRT,281.32,3.27,N
