,latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
57,45.47847,28.30949,312.66,0.37,0.58,2022-07-24,100,1,nominal,2.0NRT,287.33,0.96,N
58,45.47842,28.31123,306.83,0.37,0.58,2022-07-24,100,1,nominal,2.0NRT,287.19,0.69,N
59,45.27465,28.54216,316.57,0.38,0.59,2022-07-24,100,1,nominal,2.0NRT,286.24,1.57,N
197,48.73423,37.64414,298.39,0.71,0.75,2022-07-24,58,1,nominal,2.0NRT,281.95,1.1,N
198,48.28724,38.09017,297.91,0.77,0.77,2022-07-24,58,1,nominal,2.0NRT,283.26,0.58,N
199,47.49781,36.10201,322.22,0.68,0.74,2022-07-24,58,1,nominal,2.0NRT,281.71,3.82,N
200,47.49622,36.09853,314.31,0.68,0.74,2022-07-24,58,1,nominal,2.0NRT,281.64,2.08,N
201,47.62847,34.35165,296.41,0.57,0.69,2022-07-24,58,1,nominal,2.0NRT,285.53,0.79,N
202,47.88519,33.44686,297.32,0.51,0.66,2022-07-24,58,1,nominal,2.0NRT,286.74,0.56,N
203,47.29208,34.70373,302.53,0.61,0.71,2022-07-24,58,1,nominal,2.0NRT,284.34,1,N
204,47.29124,34.70439,301.24,0.61,0.71,2022-07-24,58,1,nominal,2.0NRT,284.63,1.18,N
205,48.26964,30.50384,297.26,0.38,0.58,2022-07-24,100,1,nominal,2.0NRT,284.27,0.51,N
206,47.48105,32.32297,300.64,0.48,0.64,2022-07-24,100,1,nominal,2.0NRT,284.74,0.4,N
207,47.472,32.33064,306.83,0.48,0.64,2022-07-24,100,1,nominal,2.0NRT,284.95,0.91,N
208,46.52224,34.85896,297.52,0.66,0.73,2022-07-24,100,1,nominal,2.0NRT,284.3,0.82,N
209,47.42451,32.03041,308.28,0.46,0.64,2022-07-24,100,1,nominal,2.0NRT,285.32,0.71,N
210,47.4227,32.03608,295.93,0.46,0.64,2022-07-24,100,1,nominal,2.0NRT,285.59,0.71,N
211,46.45605,34.29382,301.06,0.62,0.72,2022-07-24,100,1,nominal,2.0NRT,283.88,1.02,N
212,46.37085,34.47364,332.25,0.64,0.72,2022-07-24,100,1,nominal,2.0NRT,285.06,4.86,N
213,46.24366,34.2634,314.26,0.63,0.72,2022-07-24,100,1,nominal,2.0NRT,284.47,2.19,N
214,46.23254,34.27368,299.98,0.63,0.72,2022-07-24,100,1,nominal,2.0NRT,284.73,2.45,N
215,46.24422,34.26538,307.38,0.63,0.72,2022-07-24,100,1,nominal,2.0NRT,284.69,1.02,N
216,46.23825,34.2611,303.11,0.63,0.72,2022-07-24,100,1,nominal,2.0NRT,284.34,1.02,N
217,46.23571,34.26839,297.29,0.63,0.72,2022-07-24,100,1,nominal,2.0NRT,284.3,1.02,N
218,46.23316,34.27573,298.43,0.63,0.72,2022-07-24,100,1,nominal,2.0NRT,284.85,0.89,N
219,46.89239,32.08199,301.87,0.49,0.65,2022-07-24,100,1,nominal,2.0NRT,285.73,1.03,N
220,46.8905,32.08781,311.63,0.49,0.65,2022-07-24,100,1,nominal,2.0NRT,286.46,1.03,N
221,46.8928,32.08739,311.15,0.49,0.65,2022-07-24,100,1,nominal,2.0NRT,285.31,1.04,N
222,46.88736,32.08364,299.54,0.49,0.65,2022-07-24,100,1,nominal,2.0NRT,285.24,1.04,N
224,46.48103,32.1108,302.45,0.5,0.66,2022-07-24,100,1,nominal,2.0NRT,289.04,1.14,N
225,46.30293,32.40633,300.31,0.52,0.67,2022-07-24,100,1,nominal,2.0NRT,286.63,0.7,N
226,46.71521,30.81559,315.24,0.43,0.62,2022-07-24,100,1,nominal,2.0NRT,286.09,1.82,N
227,44.77581,33.86171,299.52,0.68,0.74,2022-07-24,100,1,nominal,2.0NRT,285.83,1.27,N
228,44.77424,33.85817,298.23,0.68,0.74,2022-07-24,100,1,nominal,2.0NRT,284.81,1.06,N
4158,47.42353,37.67097,329.76,0.55,0.68,2022-07-24,907,1,nominal,2.0NRT,292,2.64,D
4159,47.31377,36.81137,350.14,0.6,0.71,2022-07-24,907,1,nominal,2.0NRT,290.59,7.04,D
4160,47.31133,36.80428,329.89,0.6,0.71,2022-07-24,907,1,nominal,2.0NRT,291.23,7.04,D
4161,47.31339,36.80531,354.6,0.6,0.71,2022-07-24,907,1,nominal,2.0NRT,293.04,10.76,D
4162,46.61974,34.61055,367,0.78,0.78,2022-07-24,907,1,high,2.0NRT,298.51,23.84,D
4163,46.61634,34.60149,354.14,0.78,0.78,2022-07-24,907,1,nominal,2.0NRT,299.97,23.84,D
4164,46.62606,34.60553,367,0.78,0.78,2022-07-24,907,1,high,2.0NRT,298.2,23.84,D
4165,46.62268,34.59648,350.43,0.78,0.78,2022-07-24,907,1,nominal,2.0NRT,303.66,23.84,D
4166,46.6242,34.60962,333.16,0.78,0.78,2022-07-24,907,1,nominal,2.0NRT,298.05,43.41,D
4167,46.62077,34.60061,348.02,0.78,0.78,2022-07-24,907,1,nominal,2.0NRT,307.65,43.82,D
4168,46.62711,34.59561,340.39,0.78,0.78,2022-07-24,907,1,nominal,2.0NRT,299.65,43.82,D
4169,46.76316,34.4768,341.2,0.78,0.78,2022-07-24,907,1,nominal,2.0NRT,298.48,7.06,D
4170,46.76549,34.46922,349.7,0.78,0.78,2022-07-24,907,1,nominal,2.0NRT,297.41,14.53,D
4171,46.88544,34.74546,367,0.76,0.77,2022-07-24,907,1,high,2.0NRT,298.21,10.65,D
4172,46.88873,34.75429,336.64,0.75,0.77,2022-07-24,907,1,nominal,2.0NRT,298.36,10.65,D
4173,46.88216,34.73666,346.41,0.76,0.77,2022-07-24,907,1,nominal,2.0NRT,298.99,14.71,D
4174,46.89172,34.74057,343.09,0.76,0.77,2022-07-24,907,1,nominal,2.0NRT,295.23,9.74,D
4175,46.88845,34.73178,339.28,0.76,0.77,2022-07-24,907,1,nominal,2.0NRT,296.12,13.78,D
4176,47.73461,37.08589,340.61,0.56,0.69,2022-07-24,907,1,nominal,2.0NRT,287.28,3.93,D
4177,46.89799,34.73568,352.05,0.76,0.77,2022-07-24,907,1,nominal,2.0NRT,297.85,9.74,D
4179,47.39649,35.81821,336.17,0.65,0.73,2022-07-24,907,1,nominal,2.0NRT,294.21,5.65,D
