,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
2,49.43474,23.61308,303.98,0.56,0.43,2022-03-21,1,1,VIIRS,n,2.0NRT,266.28,1.39,N
3,49.4331,23.61115,296.68,0.56,0.43,2022-03-21,1,1,VIIRS,n,2.0NRT,265.22,1.02,N
4,49.32865,24.73368,295.86,0.51,0.41,2022-03-21,1,1,VIIRS,n,2.0NRT,263.63,0.73,N
6,49.08505,27.52468,312.05,0.42,0.38,2022-03-21,1,1,VIIRS,n,2.0NRT,268.09,1.41,N
7,49.08578,27.51902,297.09,0.42,0.38,2022-03-21,1,1,VIIRS,n,2.0NRT,268.16,1.41,N
8,49.52494,23.66327,304.79,0.56,0.43,2022-03-21,1,1,VIIRS,n,2.0NRT,262.94,2.55,N
9,49.52419,23.67104,321.71,0.56,0.43,2022-03-21,1,1,VIIRS,n,2.0NRT,262.93,2.55,N
10,49.48153,24.22587,301.47,0.53,0.42,2022-03-21,1,1,VIIRS,n,2.0NRT,265.39,0.96,N
11,49.52351,23.66216,301.96,0.56,0.43,2022-03-21,1,1,VIIRS,n,2.0NRT,263.37,1.31,N
12,49.5228,23.66994,327.52,0.56,0.43,2022-03-21,1,1,VIIRS,n,2.0NRT,264.21,3.86,N
13,49.48264,24.22573,300.99,0.53,0.42,2022-03-21,1,1,VIIRS,n,2.0NRT,264.21,1.27,N
14,49.04763,28.27965,301.17,0.4,0.37,2022-03-21,1,1,VIIRS,n,2.0NRT,264.27,0.73,N
18,49.39325,29.03121,300.5,0.39,0.37,2022-03-21,1,1,VIIRS,n,2.0NRT,267.23,0.78,N
20,47.82865,37.57485,323.17,0.38,0.43,2022-03-21,1,1,VIIRS,n,2.0NRT,260.9,6.07,N
22,48.47379,34.62878,296.7,0.44,0.39,2022-03-21,1,1,VIIRS,n,2.0NRT,269.61,1.52,N
23,48.47834,34.62452,296.78,0.44,0.39,2022-03-21,1,1,VIIRS,n,2.0NRT,267.39,0.67,N
24,48.70257,33.595,302.59,0.41,0.37,2022-03-21,1,1,VIIRS,n,2.0NRT,265.31,0.63,N
26,48.52813,34.65435,299.19,0.44,0.39,2022-03-21,1,1,VIIRS,n,2.0NRT,272.35,1.23,N
27,48.53384,34.62539,295.93,0.44,0.38,2022-03-21,1,1,VIIRS,n,2.0NRT,271.93,0.86,N
28,48.53269,34.6501,309.61,0.44,0.39,2022-03-21,1,1,VIIRS,n,2.0NRT,272.02,1.23,N
29,48.53383,34.6443,322.9,0.44,0.39,2022-03-21,1,1,VIIRS,n,2.0NRT,271.34,2.24,N
31,49.6816,28.05601,305.54,0.41,0.37,2022-03-21,1,1,VIIRS,n,2.0NRT,266.62,0.71,N
32,50.10032,24.6546,295.07,0.52,0.42,2022-03-21,1,1,VIIRS,n,2.0NRT,261.31,0.31,N
33,48.08947,37.749,300.25,0.38,0.43,2022-03-21,1,1,VIIRS,n,2.0NRT,262.68,0.57,N
34,48.05917,37.95526,307.74,0.39,0.44,2022-03-21,1,1,VIIRS,n,2.0NRT,270.95,1.14,N
35,48.10027,37.92566,298.28,0.39,0.44,2022-03-21,1,1,VIIRS,n,2.0NRT,268.74,1.27,N
63,48.23863,37.92725,334.88,0.39,0.44,2022-03-21,1,1,VIIRS,n,2.0NRT,264.92,4.94,N
75,48.21435,38.24381,335.58,0.4,0.44,2022-03-21,1,1,VIIRS,n,2.0NRT,267.93,5.68,N
