,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
49,47.28775,36.48739,300.65,0.48,0.48,2022-03-31,16,1,VIIRS,n,2.0NRT,269.69,1.73,N
50,47.28734,36.48759,299.88,0.48,0.48,2022-03-31,16,1,VIIRS,n,2.0NRT,269.88,1.49,N
51,47.05259,37.49207,334.93,0.54,0.51,2022-03-31,16,1,VIIRS,n,2.0NRT,273.34,4.14,N
52,47.05441,37.48515,324.5,0.54,0.51,2022-03-31,16,1,VIIRS,n,2.0NRT,273.09,4.14,N
53,47.08583,37.55735,319.59,0.54,0.51,2022-03-31,16,1,VIIRS,n,2.0NRT,274.94,2.35,N
54,47.08762,37.55048,306.12,0.54,0.51,2022-03-31,16,1,VIIRS,n,2.0NRT,274,2.35,N
56,47.75832,36.99361,298.85,0.49,0.49,2022-03-31,16,1,VIIRS,n,2.0NRT,270.7,0.56,N
57,47.78443,36.90977,302.97,0.49,0.48,2022-03-31,16,1,VIIRS,n,2.0NRT,269.68,0.87,N
58,47.80186,36.95452,297.95,0.49,0.48,2022-03-31,16,1,VIIRS,n,2.0NRT,271.97,1.41,N
59,47.69279,37.47824,317.92,0.52,0.5,2022-03-31,16,1,VIIRS,n,2.0NRT,274.86,1.65,N
61,49.02297,38.36367,300.87,0.52,0.5,2022-03-31,16,1,VIIRS,n,2.0NRT,274.31,1.03,N
62,48.62994,38.37426,312.06,0.53,0.5,2022-03-31,16,1,VIIRS,n,2.0NRT,275.64,4.95,N
63,48.62739,38.36495,317.4,0.53,0.5,2022-03-31,16,1,VIIRS,n,2.0NRT,275.88,2.29,N
64,48.63045,38.37493,312.06,0.53,0.5,2022-03-31,16,1,VIIRS,n,2.0NRT,275.73,1.75,N
66,48.62788,38.36557,316.21,0.53,0.5,2022-03-31,16,1,VIIRS,n,2.0NRT,275.85,4.07,N
67,48.46799,38.7588,298.15,0.56,0.51,2022-03-31,16,1,VIIRS,n,2.0NRT,271.94,0.78,N
72,48.57362,36.50923,323.38,0.45,0.47,2022-03-31,16,1,VIIRS,n,2.0NRT,271.82,2.07,N
73,48.56958,36.50698,301,0.45,0.47,2022-03-31,16,1,VIIRS,n,2.0NRT,270.93,2.07,N
74,48.56553,36.5047,298.06,0.45,0.47,2022-03-31,16,1,VIIRS,n,2.0NRT,270.89,0.66,N
75,48.16682,37.70461,304.96,0.51,0.5,2022-03-31,16,1,VIIRS,n,2.0NRT,276.03,1.35,N
76,48.08665,37.76332,297.9,0.52,0.5,2022-03-31,16,1,VIIRS,n,2.0NRT,273.04,0.95,N
77,48.07377,37.75575,305.95,0.52,0.5,2022-03-31,16,1,VIIRS,n,2.0NRT,273.39,1.6,N
80,47.93614,37.19225,309.04,0.5,0.49,2022-03-31,16,1,VIIRS,n,2.0NRT,273.31,0.9,N
81,47.93185,37.19011,297.28,0.5,0.49,2022-03-31,16,1,VIIRS,n,2.0NRT,270.95,0.9,N
85,48.53611,34.64182,327.35,0.57,0.43,2022-03-31,16,1,VIIRS,n,2.0NRT,269.87,5.31,N
86,48.53444,34.64911,320.51,0.57,0.43,2022-03-31,16,1,VIIRS,n,2.0NRT,272.27,5.31,N
87,48.53234,34.63983,295.74,0.57,0.43,2022-03-31,16,1,VIIRS,n,2.0NRT,271.23,5.31,N
88,48.52099,34.63402,306.64,0.57,0.43,2022-03-31,16,1,VIIRS,n,2.0NRT,271.38,1.05,N
89,48.53276,34.64174,328.43,0.57,0.43,2022-03-31,16,1,VIIRS,n,2.0NRT,274.1,11,N
90,48.51929,34.62661,295.71,0.57,0.43,2022-03-31,16,1,VIIRS,n,2.0NRT,272.09,1.4,N
18210,45.71507,34.7627,340.27,0.39,0.44,2022-03-31,1002,1,VIIRS,n,2.0NRT,292.16,3.1,D
18211,45.714,34.7579,327.27,0.39,0.44,2022-03-31,1002,1,VIIRS,n,2.0NRT,291.54,3.1,D
18216,47.6063,38.00836,338.81,0.42,0.38,2022-03-31,1002,1,VIIRS,n,2.0NRT,276.65,7.32,D
18219,46.68906,33.16217,352.41,0.43,0.46,2022-03-31,1002,1,VIIRS,n,2.0NRT,270.4,17.45,D
18220,46.68781,33.15677,355.93,0.43,0.46,2022-03-31,1002,1,VIIRS,n,2.0NRT,269.44,37.38,D
18221,46.68656,33.15138,351.66,0.43,0.46,2022-03-31,1002,1,VIIRS,n,2.0NRT,269.81,37.38,D
18222,46.68401,33.15654,355.88,0.43,0.46,2022-03-31,1002,1,VIIRS,l,2.0NRT,264.96,25.92,D
18224,46.69057,33.16531,335.58,0.43,0.46,2022-03-31,1002,1,VIIRS,n,2.0NRT,268.21,6.96,D
18225,46.6893,33.15994,355.16,0.43,0.46,2022-03-31,1002,1,VIIRS,n,2.0NRT,276.34,26.39,D
18226,46.68803,33.15456,354.3,0.43,0.46,2022-03-31,1002,1,VIIRS,n,2.0NRT,279.77,26.39,D
18227,46.68676,33.14919,342.81,0.43,0.46,2022-03-31,1002,1,VIIRS,n,2.0NRT,276.34,22.06,D
18229,46.6946,33.16334,341.87,0.43,0.46,2022-03-31,1002,1,VIIRS,n,2.0NRT,270.25,6.96,D
18230,46.69205,33.15258,353.96,0.43,0.46,2022-03-31,1002,1,VIIRS,n,2.0NRT,272.3,26.39,D
18231,46.69078,33.1472,330.67,0.43,0.46,2022-03-31,1002,1,VIIRS,n,2.0NRT,267.65,22.06,D
18232,46.69332,33.15796,356.04,0.43,0.46,2022-03-31,1002,1,VIIRS,l,2.0NRT,275.37,26.39,D
18233,45.46667,28.31536,335.92,0.38,0.59,2022-03-31,1002,1,VIIRS,n,2.0NRT,274.91,3.53,D
18234,45.47173,28.31248,338.17,0.38,0.59,2022-03-31,1002,1,VIIRS,n,2.0NRT,273.39,3.53,D
18235,47.89163,38.23849,331.88,0.41,0.37,2022-03-31,1002,1,VIIRS,n,2.0NRT,268.11,3.83,D
18236,47.35312,35.38433,333.37,0.51,0.41,2022-03-31,1002,1,VIIRS,n,2.0NRT,296.26,5.64,D
18237,47.75085,37.36036,334.73,0.43,0.38,2022-03-31,1002,1,VIIRS,n,2.0NRT,294.64,3.09,D
18238,47.74978,37.35471,330.91,0.44,0.38,2022-03-31,1002,1,VIIRS,n,2.0NRT,295.41,3.09,D
18239,47.75426,37.35896,334.57,0.43,0.38,2022-03-31,1002,1,VIIRS,n,2.0NRT,292.44,3.09,D
18240,47.43213,35.24696,337.1,0.51,0.41,2022-03-31,1002,1,VIIRS,n,2.0NRT,292.79,15.97,D
18241,47.43578,35.2453,337.52,0.51,0.41,2022-03-31,1002,1,VIIRS,n,2.0NRT,295.01,15.97,D
18242,47.76263,36.70681,329.81,0.45,0.39,2022-03-31,1002,1,VIIRS,n,2.0NRT,294.19,1.9,D
18243,47.93282,37.52446,336.56,0.43,0.38,2022-03-31,1002,1,VIIRS,n,2.0NRT,293.26,3.11,D
18244,47.94242,37.5566,331.69,0.43,0.38,2022-03-31,1002,1,VIIRS,n,2.0NRT,293.39,4.58,D
18245,48.12543,38.55051,329.2,0.41,0.37,2022-03-31,1002,1,VIIRS,n,2.0NRT,273.36,2.31,D
18246,48.12449,38.54518,326.23,0.41,0.37,2022-03-31,1002,1,VIIRS,n,2.0NRT,273.98,2.31,D
18247,48.12601,38.54847,343.53,0.41,0.37,2022-03-31,1002,1,VIIRS,n,2.0NRT,275.66,4.42,D
18248,47.94492,37.56013,330.95,0.43,0.38,2022-03-31,1002,1,VIIRS,n,2.0NRT,293.4,3.1,D
18249,47.60436,35.72409,342.2,0.49,0.4,2022-03-31,1002,1,VIIRS,n,2.0NRT,294.15,5.36,D
18250,47.36937,34.47018,338.39,0.55,0.43,2022-03-31,1002,1,VIIRS,n,2.0NRT,285.94,8.79,D
18251,47.37311,34.46835,338.54,0.55,0.43,2022-03-31,1002,1,VIIRS,n,2.0NRT,285.36,8.79,D
18252,47.71441,36.01527,341.32,0.48,0.4,2022-03-31,1002,1,VIIRS,n,2.0NRT,305.97,46.16,D
18253,47.71317,36.00912,336.28,0.48,0.4,2022-03-31,1002,1,VIIRS,n,2.0NRT,293.78,7.78,D
18254,47.71795,36.01368,349.89,0.48,0.4,2022-03-31,1002,1,VIIRS,n,2.0NRT,302.3,26.31,D
18255,48.20548,38.4771,328.26,0.41,0.37,2022-03-31,1002,1,VIIRS,n,2.0NRT,281.39,2.33,D
18256,48.04018,37.37976,331.02,0.43,0.38,2022-03-31,1002,1,VIIRS,n,2.0NRT,294.62,3.12,D
18257,48.05252,36.76738,336.21,0.45,0.39,2022-03-31,1002,1,VIIRS,n,2.0NRT,294.32,3.83,D
18258,48.05596,36.7659,335.11,0.45,0.39,2022-03-31,1002,1,VIIRS,n,2.0NRT,293.87,3.83,D
18259,47.33585,33.29947,340.78,0.41,0.45,2022-03-31,1002,1,VIIRS,n,2.0NRT,286.13,8.28,D
18260,47.97076,35.85509,332.61,0.48,0.4,2022-03-31,1002,1,VIIRS,n,2.0NRT,293.07,3.93,D
18261,48.06406,36.29844,334.39,0.46,0.39,2022-03-31,1002,1,VIIRS,n,2.0NRT,300.76,29.77,D
18262,48.06285,36.29243,346.11,0.46,0.39,2022-03-31,1002,1,VIIRS,n,2.0NRT,295.8,17.38,D
18263,48.6225,38.39254,340.37,0.4,0.37,2022-03-31,1002,1,VIIRS,n,2.0NRT,278.19,3.23,D
18264,48.71627,38.76999,325.06,0.4,0.37,2022-03-31,1002,1,VIIRS,n,2.0NRT,266.29,1.86,D
18265,48.71445,38.75945,340.97,0.4,0.37,2022-03-31,1002,1,VIIRS,n,2.0NRT,269.21,4.56,D
18266,48.71355,38.75417,336.09,0.4,0.37,2022-03-31,1002,1,VIIRS,n,2.0NRT,269.99,4.54,D
18267,48.71651,38.76189,329.4,0.4,0.37,2022-03-31,1002,1,VIIRS,n,2.0NRT,266.76,3.93,D
18268,48.28524,36.26912,331.49,0.46,0.39,2022-03-31,1002,1,VIIRS,n,2.0NRT,296.57,2.21,D
18269,48.2899,36.27354,329.08,0.46,0.39,2022-03-31,1002,1,VIIRS,n,2.0NRT,295.56,1.1,D
18270,48.28873,36.26761,338.87,0.46,0.39,2022-03-31,1002,1,VIIRS,n,2.0NRT,299.17,5.67,D
18271,48.21133,35.80564,333.72,0.48,0.4,2022-03-31,1002,1,VIIRS,n,2.0NRT,294.65,7.96,D
18272,48.67064,37.64558,333.07,0.42,0.37,2022-03-31,1002,1,VIIRS,n,2.0NRT,292.81,3.5,D
18273,48.66963,37.64006,327.86,0.42,0.37,2022-03-31,1002,1,VIIRS,n,2.0NRT,293.11,3.5,D
18274,48.67297,37.63866,334.69,0.42,0.37,2022-03-31,1002,1,VIIRS,n,2.0NRT,290.48,3.5,D
18275,48.44719,36.31342,336.08,0.45,0.39,2022-03-31,1002,1,VIIRS,n,2.0NRT,286.73,4.85,D
18276,48.44601,36.30743,338.05,0.45,0.39,2022-03-31,1002,1,VIIRS,n,2.0NRT,286.97,6,D
18277,48.80293,37.84173,340.55,0.41,0.37,2022-03-31,1002,1,VIIRS,n,2.0NRT,285.5,4.82,D
18278,48.85266,37.66113,329.96,0.42,0.37,2022-03-31,1002,1,VIIRS,n,2.0NRT,291.19,1.67,D
18279,48.65312,36.53244,334.67,0.44,0.39,2022-03-31,1002,1,VIIRS,n,2.0NRT,292.2,2.41,D
18280,48.6577,36.53681,331.33,0.44,0.39,2022-03-31,1002,1,VIIRS,n,2.0NRT,295.1,3.95,D
18281,48.65999,36.52943,334.4,0.44,0.39,2022-03-31,1002,1,VIIRS,n,2.0NRT,294.55,5.65,D
18282,48.66687,36.52644,336.3,0.44,0.39,2022-03-31,1002,1,VIIRS,n,2.0NRT,296.21,5.13,D
18283,48.67144,36.53076,340.35,0.44,0.39,2022-03-31,1002,1,VIIRS,n,2.0NRT,295.17,8.33,D
18284,48.67601,36.53514,342.61,0.44,0.39,2022-03-31,1002,1,VIIRS,n,2.0NRT,294.85,5.91,D
18285,48.67487,36.52926,346.41,0.44,0.39,2022-03-31,1002,1,VIIRS,n,2.0NRT,295.86,5.91,D
18286,48.68058,36.53949,334.39,0.44,0.39,2022-03-31,1002,1,VIIRS,n,2.0NRT,296.54,7.39,D
18287,48.67944,36.53362,343.52,0.44,0.39,2022-03-31,1002,1,VIIRS,n,2.0NRT,295.68,5.91,D
18288,48.6783,36.52775,328.72,0.44,0.39,2022-03-31,1002,1,VIIRS,n,2.0NRT,294.21,5.91,D
18289,48.79278,36.6589,346.09,0.44,0.38,2022-03-31,1002,1,VIIRS,n,2.0NRT,293.41,6.78,D
18291,49.62178,32.4535,339.88,0.39,0.44,2022-03-31,1002,1,VIIRS,n,2.0NRT,286.32,5.91,D
18334,46.15379,33.43994,336.9,0.43,0.46,2022-03-31,1002,1,VIIRS,n,2.0NRT,275.89,4.14,D
18335,47.11816,37.95547,327.54,0.43,0.38,2022-03-31,1002,1,VIIRS,n,2.0NRT,274.41,3.31,D
18336,47.11714,37.94998,340.62,0.43,0.38,2022-03-31,1002,1,VIIRS,n,2.0NRT,277.51,5.78,D
18337,47.12154,37.95411,344.45,0.43,0.38,2022-03-31,1002,1,VIIRS,n,2.0NRT,289.48,22.28,D
18338,47.12595,37.95828,332.96,0.43,0.38,2022-03-31,1002,1,VIIRS,n,2.0NRT,275.58,22.28,D
18339,47.12493,37.95279,338.48,0.43,0.38,2022-03-31,1002,1,VIIRS,n,2.0NRT,280.77,22.28,D
18340,47.09492,37.6297,331.08,0.44,0.38,2022-03-31,1002,1,VIIRS,n,2.0NRT,284.39,3.45,D
18342,47.08295,37.48966,331.23,0.44,0.38,2022-03-31,1002,1,VIIRS,n,2.0NRT,286.46,18.5,D
18344,47.14169,37.60476,328.36,0.44,0.38,2022-03-31,1002,1,VIIRS,n,2.0NRT,285.89,2.62,D
18345,47.27669,37.73303,345.91,0.43,0.38,2022-03-31,1002,1,VIIRS,n,2.0NRT,284.36,7.26,D
27313,46.39656,29.05668,336,0.35,0.57,2022-03-31,1142,1,VIIRS,n,2.0NRT,274.32,3.07,D
27321,45.36266,29.69159,325.12,0.37,0.58,2022-03-31,1142,1,VIIRS,n,2.0NRT,280.17,12.41,D
27322,45.36246,29.6868,356.22,0.37,0.58,2022-03-31,1142,1,VIIRS,n,2.0NRT,286.1,12.41,D
27337,45.36785,29.68639,347.86,0.37,0.58,2022-03-31,1142,1,VIIRS,n,2.0NRT,289.44,12.41,D
27338,45.36805,29.69119,329.38,0.37,0.58,2022-03-31,1142,1,VIIRS,n,2.0NRT,281.1,12.41,D
27377,48.59633,35.69168,345.17,0.74,0.76,2022-03-31,1145,1,VIIRS,n,2.0NRT,274.32,9.01,D
27378,48.59953,35.69286,328,0.74,0.76,2022-03-31,1145,1,VIIRS,n,2.0NRT,273.02,3.68,D
27379,48.86171,34.923,350.83,0.68,0.74,2022-03-31,1145,1,VIIRS,n,2.0NRT,265.84,11.24,D
27380,49.60623,35.85368,335.57,0.75,0.77,2022-03-31,1145,1,VIIRS,n,2.0NRT,275.5,13.98,D
27381,49.61336,35.8546,356.43,0.75,0.77,2022-03-31,1145,1,VIIRS,l,2.0NRT,279.92,13.98,D
27382,50.26754,32.21091,356.3,0.52,0.67,2022-03-31,1145,1,VIIRS,l,2.0NRT,276.24,15.3,D
27383,50.27375,32.21841,327.69,0.52,0.67,2022-03-31,1145,1,VIIRS,n,2.0NRT,270.76,5.93,D
27384,50.27374,32.21093,347.49,0.52,0.67,2022-03-31,1145,1,VIIRS,n,2.0NRT,272.41,5.93,D
44619,48.14453,28.47079,298.26,0.42,0.38,2022-03-31,2358,1,VIIRS,n,2.0NRT,280.5,0.86,N
